province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,6719,3.28,81172,39.66,2194
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,33454,16.34,81172,39.66,12748
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,1,54189,26.48,81172,39.66,23065
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,1,103852,50.74,81172,39.66,40015
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,1,6464,3.16,81172,39.66,3150
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,6719,3.28,56117,27.42,2031
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,33454,16.34,56117,27.42,10104
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,2,54189,26.48,56117,27.42,14722
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,2,103852,50.74,56117,27.42,27610
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,2,6464,3.16,56117,27.42,1650
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,6719,3.28,33413,16.32,1248
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,33454,16.34,33413,16.32,6061
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,3,54189,26.48,33413,16.32,8668
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,3,103852,50.74,33413,16.32,16665
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,3,6464,3.16,33413,16.32,771
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,6719,3.28,17900,8.75,600
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,33454,16.34,17900,8.75,2309
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,4,54189,26.48,17900,8.75,3985
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,4,103852,50.74,17900,8.75,10508
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,4,6464,3.16,17900,8.75,498
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,5,6719,3.28,6861,3.35,334
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,5,33454,16.34,6861,3.35,902
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,5,54189,26.48,6861,3.35,1566
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,5,103852,50.74,6861,3.35,3882
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,5,6464,3.16,6861,3.35,177
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,6,6719,3.28,4373,2.14,113
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,6,33454,16.34,4373,2.14,651
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,6,54189,26.48,4373,2.14,944
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,11-50 YEARS,6,103852,50.74,4373,2.14,2573
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OVER 50 YEARS,6,6464,3.16,4373,2.14,92
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,UNDER CONSTRUCTION,7,6719,3.28,1981,0.97,91
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,LESS THAN 5 YEARS,7,33454,16.34,1981,0.97,267
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,5-10 YEARS,7,54189,26.48,1981,0.97,529
