province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,1,204678,64.5,123881,39.04,81172
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,1,102247,32.22,123881,39.04,37404
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,1,10393,3.28,123881,39.04,5305
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,2,204678,64.5,100672,31.73,56117
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,2,102247,32.22,100672,31.73,41590
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,2,10393,3.28,100672,31.73,2965
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,3,204678,64.5,50148,15.8,33413
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,3,102247,32.22,50148,15.8,15559
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,3,10393,3.28,50148,15.8,1176
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,4,204678,64.5,23488,7.4,17900
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,4,102247,32.22,23488,7.4,5048
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,4,10393,3.28,23488,7.4,540
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,5,204678,64.5,8400,2.65,6861
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,5,102247,32.22,8400,2.65,1359
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,5,10393,3.28,8400,2.65,180
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,6,204678,64.5,4872,1.54,4373
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,6,102247,32.22,4872,1.54,428
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,6,10393,3.28,4872,1.54,71
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,7,204678,64.5,2596,0.82,1981
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,7,102247,32.22,2596,0.82,547
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,7,10393,3.28,2596,0.82,68
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,8,204678,64.5,1528,0.48,1379
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,8,102247,32.22,1528,0.48,129
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,8,10393,3.28,1528,0.48,20
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,OWNED,9,204678,64.5,1733,0.55,1482
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENTED,9,102247,32.22,1733,0.55,183
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,RENT FREE,9,10393,3.28,1733,0.55,68
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,OWNED,1,107513,73.14,69111,47.01,55742
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,RENTED,1,34085,23.19,69111,47.01,10334
