province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,097,MALIR DISTRICT,NA,NA,NA,YES,MALIR DISTRICT,NA,147005,128022,8072,10911,107374,127801,95344,140444,140312,132145,5.7
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,NA,NA,YES,BIN QASIM SUB-DIVISION,NA,40924,37657,1402,1865,32136,36615,30871,39362,39754,38291,5.92
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,NA,YES,LANDHI STC,NA,40924,37657,1402,1865,32136,36615,30871,39362,39754,38291,5.92
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,YES,JOREHJI (PART) I TC,NA,20761,18219,1201,1341,12663,16918,12169,19683,19960,18387,6.33
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,BAKRAN,0000000,19,0,0,19,19,0,0,19,19,19,3.68
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,DHABEJI,0000000,1713,1383,36,294,149,1017,506,1637,1657,953,4.39
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,DHANDO,0000000,369,300,30,39,14,203,1,292,304,200,4.37
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,GHAGHER,0000000,2677,2316,59,302,1314,1788,1048,2433,2464,2354,6.54
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,JOREJI (PART) I,0000000,13638,12129,1006,503,9873,12023,9503,13130,13376,13068,6.86
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,KOTHERERO,0000000,1996,1800,67,129,1120,1617,1097,1832,1799,1450,4.8
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) I TC,NO,PIPRI,0000000,349,291,3,55,174,270,14,340,341,343,4.45
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) II TC,YES,JOREHJI (PART) II TC,NA,18975,18402,188,385,18400,18636,17938,18539,18647,18765,5.48
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,JOREHJI (PART) II TC,NO,JOREJI (PART) II,0000000,18975,18402,188,385,18400,18636,17938,18539,18647,18765,5.48
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,SANHARO TC,YES,SANHARO TC,NA,1188,1036,13,139,1073,1061,764,1140,1147,1139,5.57
SINDH,097,MALIR DISTRICT,BIN QASIM SUB-DIVISION,LANDHI STC,SANHARO TC,NO,SANHARO,0000000,1188,1036,13,139,1073,1061,764,1140,1147,1139,5.57
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,NA,NA,YES,GADAP SUB-DIVISION,NA,13479,9282,1490,2707,3381,8357,3008,12484,11518,8240,4.58
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NA,YES,GADAP STC,NA,13479,9282,1490,2707,3381,8357,3008,12484,11518,8240,4.58
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,YES,KATHOR TC,NA,6838,4958,1008,872,2448,4993,2816,6183,5889,3925,4.74
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,ABDAR,0000000,127,72,12,43,11,81,2,88,77,37,3.87
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,AMILANO,0000000,692,542,51,99,224,359,112,588,535,284,5.17
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,BOIL,0000000,302,189,48,65,4,216,95,253,109,35,4.94
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,CHOHAR,0000000,2081,1689,210,182,652,1849,785,1816,1800,1426,4.55
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,KATHORE,0000000,2921,2129,330,462,948,2043,1481,2744,2675,1845,4.76
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,KATHOR TC,NO,KHADEJI,0000000,715,337,357,21,609,445,341,694,693,298,4.9
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,YES,MOIDAN TC,NA,878,364,52,462,26,17,3,852,748,435,4.53
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,NO,JANG KAND,0000000,267,71,6,190,10,0,0,263,259,171,4.42
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,NO,KAND,0000000,227,75,20,132,5,7,0,223,224,76,5.11
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,NO,KHAR,0000000,163,94,2,67,2,2,3,151,60,14,4.55
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,NO,MOIDAN,0000000,179,98,19,62,3,3,0,176,168,164,4.06
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,MOIDAN TC,NO,SHORE KAND,0000000,42,26,5,11,6,5,0,39,37,10,4.12
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,YES,NEW GADAP TC,NA,4693,3474,272,947,828,3345,189,4473,4357,3753,4.47
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,BULHARI,0000000,280,163,60,57,21,93,2,278,277,134,4.19
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,GADAP,0000000,1230,843,36,351,215,697,69,1204,1180,916,4.44
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,HUDER WAH,0000000,467,331,19,117,257,402,3,449,401,387,4.85
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,KARAMATIANI,0000000,82,80,0,2,3,81,0,81,75,2,3.71
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,LANGHEJI,0000000,1368,1194,100,74,218,1159,111,1346,1349,1223,4.2
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,SHAHICHIP,0000000,1145,752,57,336,113,913,4,1002,963,979,4.76
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,NEW GADAP TC,NO,SHORING,0000000,121,111,0,10,1,0,0,113,112,112,4.69
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,YES,WANKAND TC,NA,1070,486,158,426,79,2,0,976,524,127,4.04
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,BHAD,0000000,74,67,0,7,0,0,0,74,51,34,3.69
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,JUNJHAR,0000000,185,100,7,78,1,1,0,169,184,14,4.57
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,LUSAR,0000000,76,51,3,22,0,0,0,76,30,10,4.49
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,MEHAR JABAL,0000000,176,27,111,38,30,0,0,125,18,11,3.7
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,SONDI,0000000,196,92,4,100,14,1,0,189,143,36,3.68
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,TARARI,0000000,192,82,25,85,4,0,0,175,84,10,3.59
SINDH,097,MALIR DISTRICT,GADAP SUB-DIVISION,GADAP STC,WANKAND TC,NO,WAN KAND,0000000,171,67,8,96,30,0,0,168,14,12,4.65
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,NA,NA,YES,IBRAHIM HYDRI SUB-DIVISION,NA,61181,55163,3236,2782,51489,57579,45837,58975,59736,58138,6.18
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,NA,YES,LANDHI STC,NA,61181,55163,3236,2782,51489,57579,45837,58975,59736,58138,6.18
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,IBRAHIM HYDERI-I TC,YES,IBRAHIM HYDERI-I TC,NA,16873,15549,835,489,11727,15900,14035,16167,16594,16423,6.36
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,IBRAHIM HYDERI-I TC,NO,IBRAHIM HYDERI,0000000,16873,15549,835,489,11727,15900,14035,16167,16594,16423,6.36
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,IBRAHIM HYDERI-II TC,YES,IBRAHIM HYDERI-II TC,NA,14387,11962,1344,1081,12466,13621,9961,14106,14165,12868,6
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,IBRAHIM HYDERI-II TC,NO,REHRI,0000000,14387,11962,1344,1081,12466,13621,9961,14106,14165,12868,6
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,LANDHI-I TC,YES,LANDHI-I TC,NA,7883,7377,244,262,7268,7361,6132,7557,7679,7589,5.85
SINDH,097,MALIR DISTRICT,IBRAHIM HYDRI SUB-DIVISION,LANDHI STC,LANDHI-I TC,NO,GANGIARO,0000000,1912,1803,64,45,1866,1728,1423,1791,1827,1737,6.68
