province_name,district_code,district_name,area_name,area_type,gender,nationality_status,age_group,count
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL,ALL AGES,1924346
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,ALL AGES,1916042
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,ALL AGES,8304
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,TOTAL,ALL AGES,857634
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,PAKISTANI,ALL AGES,854429
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,ALL AGES,3205
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,TOTAL,ALL AGES,1066712
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,PAKISTANI,ALL AGES,1061613
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,ALL AGES,5099
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL,00 - 04,251179
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,00 - 04,249614
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,00 - 04,1565
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,TOTAL,00 - 04,116514
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,PAKISTANI,00 - 04,115899
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,00 - 04,615
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,TOTAL,00 - 04,134665
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,PAKISTANI,00 - 04,133715
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,00 - 04,950
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL,05 - 09,253169
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,05 - 09,251664
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,05 - 09,1505
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,TOTAL,05 - 09,118063
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,PAKISTANI,05 - 09,117525
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,05 - 09,538
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,TOTAL,05 - 09,135106
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,PAKISTANI,05 - 09,134139
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,05 - 09,967
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,208323
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,10 - 14,207170
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,10 - 14,1153
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,TOTAL,10 - 14,94821
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,PAKISTANI,10 - 14,94405
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,10 - 14,416
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,TOTAL,10 - 14,113502
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,PAKISTANI,10 - 14,112765
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,NON-PAKISTANI,10 - 14,737
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,TOTAL,15 - 19,202049
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,PAKISTANI,15 - 19,201009
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,TOTAL,ALL SEXES,NON-PAKISTANI,15 - 19,1040
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,TOTAL,15 - 19,89616
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,PAKISTANI,15 - 19,89238
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,RURAL,ALL SEXES,NON-PAKISTANI,15 - 19,378
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,TOTAL,15 - 19,112433
SINDH,097,MALIR DISTRICT,MALIR DISTRICT,URBAN,ALL SEXES,PAKISTANI,15 - 19,111771
