province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,108,2577556,1347161,1229899,496,109.53,23866.26,100,5.8,1559115,2.68
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,URBAN,NA,2577556,1347161,1229899,496,109.53,NA,NA,5.8,1559115,2.68
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,TOTAL,59,1126141,594709,531253,179,111.94,19087.14,100,6.05,549159,3.84
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,URBAN,NA,1126141,594709,531253,179,111.94,NA,NA,6.05,549159,3.84
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,TOTAL,19,546196,283476,262645,75,107.93,28747.16,100,5.86,409451,1.53
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,URBAN,NA,546196,283476,262645,75,107.93,NA,NA,5.86,409451,1.53
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,TOTAL,9,384389,197401,186906,82,105.62,42709.89,100,5.4,252271,2.24
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,URBAN,NA,384389,197401,186906,82,105.62,NA,NA,5.4,252271,2.24
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,TOTAL,21,520830,271575,249095,160,109.02,24801.43,100,5.52,348234,2.14
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,URBAN,NA,520830,271575,249095,160,109.02,NA,NA,5.52,348234,2.14
