province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",525654,3.81,6.05,ALL SEXES,1071514
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",525654,3.81,6.05,MALE,566288
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",525654,3.81,6.05,FEMALE,505047
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",525654,3.81,6.05,TRANSGENDER,179
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",409451,1.53,5.86,ALL SEXES,546196
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",409451,1.53,5.86,MALE,283476
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",409451,1.53,5.86,FEMALE,262645
SINDH,096,KORANGI DISTRICT,LANDHI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"500,000 AND ABOVE",409451,1.53,5.86,TRANSGENDER,75
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",318137,1.81,5.51,ALL SEXES,447724
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",318137,1.81,5.51,MALE,231368
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",318137,1.81,5.51,FEMALE,216209
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",318137,1.81,5.51,TRANSGENDER,147
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",252271,2.24,5.4,ALL SEXES,384389
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",252271,2.24,5.4,MALE,197401
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",252271,2.24,5.4,FEMALE,186906
SINDH,096,KORANGI DISTRICT,MODEL COLONY SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI DISTRICT,"200,000 - 499,999",252271,2.24,5.4,TRANSGENDER,82
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,FAISAL CANTONMENT (PART OF SHA,"50,000 - 99,999",30097,4.77,5.56,ALL SEXES,73106
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,FAISAL CANTONMENT (PART OF SHA,"50,000 - 99,999",30097,4.77,5.56,MALE,40207
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,FAISAL CANTONMENT (PART OF SHA,"50,000 - 99,999",30097,4.77,5.56,FEMALE,32886
SINDH,096,KORANGI DISTRICT,SHAH FAISAL SUB-DIVISION,FAISAL CANTONMENT (PART OF SHA,"50,000 - 99,999",30097,4.77,5.56,TRANSGENDER,13
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,KORANGI CREEK CANTONMENT (PART,"25,000 - 49,999",23505,3.84,6.11,ALL SEXES,48131
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,KORANGI CREEK CANTONMENT (PART,"25,000 - 49,999",23505,3.84,6.11,MALE,25019
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,KORANGI CREEK CANTONMENT (PART,"25,000 - 49,999",23505,3.84,6.11,FEMALE,23112
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,KORANGI CREEK CANTONMENT (PART,"25,000 - 49,999",23505,3.84,6.11,TRANSGENDER,0
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KO,"5,000 - 9,999",NA,NA,5.6,ALL SEXES,6496
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KO,"5,000 - 9,999",NA,NA,5.6,MALE,3402
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KO,"5,000 - 9,999",NA,NA,5.6,FEMALE,3094
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KO,"5,000 - 9,999",NA,NA,5.6,TRANSGENDER,0
