province_name,district_code,district_name,area_name,area_type,gender,mother_tongue,count
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,TOTAL,2577556
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,URDU,1580946
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,PUNJABI,349176
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,SINDHI,149407
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,PUSHTO,134743
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,BALOCHI,21537
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,KASHMIRI,8743
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,SARAIKI,103697
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,HINDKO,91521
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,BRAHVI,3882
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,ALL SEXES,OTHER,133904
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,TOTAL,1347161
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,URDU,808996
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,PUNJABI,184791
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,SINDHI,84319
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,PUSHTO,74208
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,BALOCHI,11590
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,KASHMIRI,4763
SINDH,096,KORANGI DISTRICT,KORANGI DISTRICT,TOTAL,MALE,SARAIKI,57510
