province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
SINDH,096,KORANGI DISTRICT,NA,NA,NA,YES,KORANGI DISTRICT,2577556,1347161,1229899,496,80.19,81.56,78.68,57.86,327694,279484,83,344268,309227,111,99879,87334,44,2471869,105687,1998592,1582783,139077,673931,1291802
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,NA,NA,YES,KORANGI SUB-DIVISION,1126141,594709,531253,179,72.09,73.84,70.11,44.69,149224,120929,26,119478,106522,27,22550,18610,5,1053503,72638,854661,666481,51831,304458,504284
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KORANGI SUB-DIVISION),NA,YES,CLIFTON CANTONMENT (PART OF KORANGI SUB-DIVISION),6496,3402,3094,0,93.96,92.14,95.98,0,451,347,0,656,895,0,1458,1199,0,6436,60,5548,4724,782,1841,4651
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KORANGI SUB-DIVISION),CHARGE NO 04,YES,CHARGE NO 04,6496,3402,3094,0,93.96,92.14,95.98,0,451,347,0,656,895,0,1458,1199,0,6436,60,5548,4724,782,1841,4651
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,CLIFTON CANTONMENT (PART OF KORANGI SUB-DIVISION),CHARGE NO 04,NO,CIRCLE NO 02,6496,3402,3094,0,93.96,92.14,95.98,0,451,347,0,656,895,0,1458,1199,0,6436,60,5548,4724,782,1841,4651
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),NA,YES,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),1071514,566288,505047,179,71.68,73.36,69.78,44.69,143209,115801,26,111904,100109,27,18781,15701,5,1004047,67467,812229,632352,48661,290609,474587
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),CHARGE NO 01,YES,CHARGE NO 01,89320,49669,39632,19,53.28,57.36,47.84,57.89,9873,6256,3,5498,3002,4,609,342,1,83638,5682,64866,48943,3124,27562,36196
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 01,34742,18926,15798,18,55.79,61.29,48.83,61.11,3687,2349,3,2101,1202,4,228,133,1,33076,1666,24938,18589,1261,9252,12833
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 02,43491,23131,20359,1,51.59,55.45,47.11,0,4350,3238,0,2468,1542,0,292,177,0,39653,3838,31091,23137,1577,12603,17633
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 03,3673,2617,1056,0,40.68,43.6,31.49,0,539,113,0,260,58,0,43,14,0,3636,37,2923,2459,103,2063,2032
SINDH,096,KORANGI DISTRICT,KORANGI SUB-DIVISION,DISTRICT MUNICIPAL CORPORATION KORANGI (PART OF KORANGI SUB-DIVISION),CHARGE NO 01,NO,CIRCLE NO 04,7414,4995,2419,0,57.8,59.21,54.32,0,1297,556,0,669,200,0,46,18,0,7273,141,5914,4758,183,3644,3698
