province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,1,890,1.55,4732,8.24,114
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,1,8949,15.59,4732,8.24,699
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,1,14261,24.84,4732,8.24,1103
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,1,30811,53.67,4732,8.24,2479
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,1,2499,4.35,4732,8.24,337
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,2,890,1.55,13442,23.41,186
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,2,8949,15.59,13442,23.41,1713
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,2,14261,24.84,13442,23.41,3022
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,2,30811,53.67,13442,23.41,7813
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,2,2499,4.35,13442,23.41,708
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,3,890,1.55,13685,23.84,196
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,3,8949,15.59,13685,23.84,2056
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,3,14261,24.84,13685,23.84,3279
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,3,30811,53.67,13685,23.84,7575
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,3,2499,4.35,13685,23.84,579
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,4,890,1.55,10682,18.61,183
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,4,8949,15.59,10682,18.61,1817
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,4,14261,24.84,10682,18.61,2804
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,4,30811,53.67,10682,18.61,5506
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,4,2499,4.35,10682,18.61,372
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,5,890,1.55,6141,10.7,88
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,5,8949,15.59,6141,10.7,1133
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,5,14261,24.84,6141,10.7,1679
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,5,30811,53.67,6141,10.7,3044
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,5,2499,4.35,6141,10.7,197
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,6,890,1.55,3754,6.54,59
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,6,8949,15.59,3754,6.54,667
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,6,14261,24.84,3754,6.54,1085
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,6,30811,53.67,3754,6.54,1820
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,6,2499,4.35,3754,6.54,123
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,7,890,1.55,1861,3.24,21
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,7,8949,15.59,1861,3.24,359
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,7,14261,24.84,1861,3.24,521
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,7,30811,53.67,1861,3.24,902
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,7,2499,4.35,1861,3.24,58
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,8,890,1.55,1169,2.04,22
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,8,8949,15.59,1169,2.04,200
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,8,14261,24.84,1169,2.04,293
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,8,30811,53.67,1169,2.04,622
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,8,2499,4.35,1169,2.04,32
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,890,1.55,1944,3.39,21
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,8949,15.59,1944,3.39,305
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,14261,24.84,1944,3.39,475
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,30811,53.67,1944,3.39,1050
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,2499,4.35,1944,3.39,93
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,UNDER CONSTRUCTION,1,804,1.55,4581,8.84,103
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,LESS THAN 5 YEARS,1,8188,15.79,4581,8.84,670
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,5-10 YEARS,1,12916,24.91,4581,8.84,1074
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,11-50 YEARS,1,27576,53.19,4581,8.84,2402
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,OVER 50 YEARS,1,2361,4.55,4581,8.84,332
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,UNDER CONSTRUCTION,2,804,1.55,12706,24.51,176
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,LESS THAN 5 YEARS,2,8188,15.79,12706,24.51,1633
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,5-10 YEARS,2,12916,24.91,12706,24.51,2861
KHYBER PAKTUNKHWA,020,CHITRAL DISTRICT,CHITRAL DISTRICT,RURAL,11-50 YEARS,2,27576,53.19,12706,24.51,7356
