province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,OWNED,1,41990,77.72,10512,19.46,8015
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENTED,1,4915,9.1,10512,19.46,676
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENT FREE,1,7121,13.18,10512,19.46,1821
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,OWNED,2,41990,77.72,16939,31.35,13183
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENTED,2,4915,9.1,16939,31.35,1461
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENT FREE,2,7121,13.18,16939,31.35,2295
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,OWNED,3,41990,77.72,12237,22.65,9401
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENTED,3,4915,9.1,12237,22.65,1371
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENT FREE,3,7121,13.18,12237,22.65,1465
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,OWNED,4,41990,77.72,6687,12.38,5085
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENTED,4,4915,9.1,6687,12.38,793
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENT FREE,4,7121,13.18,6687,12.38,809
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,OWNED,5,41990,77.72,3213,5.95,2608
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,RENTED,5,4915,9.1,3213,5.95,288
