province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,8018,397423,212502,184905,16,114.92,49.57,16.33,7,250147,2.46
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,NA,332532,176186,156332,14,112.7,NA,NA,7.02,215163,2.31
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,NA,64891,36316,28573,2,127.1,NA,NA,6.91,34984,3.3
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,4233,152977,82018,70955,4,115.59,36.14,6.56,6.85,115976,1.47
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,RURAL,NA,142935,76379,66552,4,114.77,NA,NA,6.83,110867,1.34
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,URBAN,NA,10042,5639,4403,NA,128.07,NA,NA,7.27,5109,3.61
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,TOTAL,2203,203579,108863,94710,6,114.94,92.41,26.94,7.21,102426,3.67
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,RURAL,NA,148730,78186,70540,4,110.84,NA,NA,7.34,72551,3.84
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,URBAN,NA,54849,30677,24170,2,126.92,NA,NA,6.85,29875,3.24
BALOCHISTAN,131,LORALAI DISTRICT,MEKHTAR SUB-TEHSIL,TOTAL,1582,40867,21621,19240,6,112.38,25.83,NA,6.62,31745,1.34
BALOCHISTAN,131,LORALAI DISTRICT,MEKHTAR SUB-TEHSIL,RURAL,NA,40867,21621,19240,6,112.38,NA,NA,6.62,31745,1.34
BALOCHISTAN,131,LORALAI DISTRICT,MEKHTAR SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
