province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,ALL SEXES,397423,10328,71625,144047,202429,193471,71263,101156,169280,191841,163866,180399,17840,11749
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,MALE,212502,5387,37082,76134,108505,106538,39953,54313,90239,102414,86930,95857,9608,6421
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,FEMALE,184905,4941,34543,67913,93923,86930,31307,46838,79029,89415,76925,84527,8228,5324
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,TRANSGENDER,16,0,0,0,1,3,3,5,12,12,11,15,4,4
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,ALL SEXES,332532,8666,61883,124313,173575,161274,56832,81220,137257,156078,132850,147004,15290,10129
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,MALE,176186,4571,32050,65757,93054,87851,30937,42338,71557,81628,68703,76387,8279,5594
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,FEMALE,156332,4095,29833,58556,80520,73420,25892,38877,65690,74440,64138,70604,7007,4531
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,RURAL,TRANSGENDER,14,0,0,0,1,3,3,5,10,10,9,13,4,4
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,ALL SEXES,64891,1662,9742,19734,28854,32197,14431,19936,32023,35763,31016,33395,2550,1620
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,MALE,36316,816,5032,10377,15451,18687,9016,11975,18682,20786,18227,19470,1329,827
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,FEMALE,28573,846,4710,9357,13403,13510,5415,7961,13339,14975,12787,13923,1221,793
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,2,2,2,2,0,0
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,ALL SEXES,152977,3861,28037,56255,78391,73401,26256,38389,64474,73250,62903,69368,7007,4545
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,MALE,82018,2035,14579,29901,42467,40318,14304,20219,34204,38872,32995,36558,3840,2553
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,FEMALE,70955,1826,13458,26354,35923,33081,11950,18167,30266,34374,29905,32807,3167,1992
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,TRANSGENDER,4,0,0,0,1,2,2,3,4,4,3,3,0,0
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,RURAL,ALL SEXES,142935,3619,26411,52934,73770,68905,24583,35652,59723,67918,58206,64289,6595,4284
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,RURAL,MALE,76379,1922,13743,28127,39951,37817,13377,18669,31421,35767,30249,33626,3640,2429
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,RURAL,FEMALE,66552,1697,12668,24807,33818,31086,11204,16980,28298,32147,27954,30660,2955,1855
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,RURAL,TRANSGENDER,4,0,0,0,1,2,2,3,4,4,3,3,0,0
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,URBAN,ALL SEXES,10042,242,1626,3321,4621,4496,1673,2737,4751,5332,4697,5079,412,261
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,URBAN,MALE,5639,113,836,1774,2516,2501,927,1550,2783,3105,2746,2932,200,124
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,URBAN,FEMALE,4403,129,790,1547,2105,1995,746,1187,1968,2227,1951,2147,212,137
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,TOTAL,ALL SEXES,203579,5217,35394,71256,101830,100792,38967,53851,88865,100427,85404,93709,8982,5933
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,TOTAL,MALE,108863,2722,18319,37525,54151,55647,22334,29515,47715,54024,45872,50310,4794,3207
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI\BORI TEHSIL,TOTAL,FEMALE,94710,2495,17075,33731,47679,45144,16632,24335,41146,46399,39528,43393,4186,2724
