province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,263,ALL SEXES,332532
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,263,MALE,176186
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,263,FEMALE,156332
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,TOTAL,263,TRANSGENDER,14
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"5,000 AND ABOVE",11,ALL SEXES,143987
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"5,000 AND ABOVE",11,MALE,76303
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"5,000 AND ABOVE",11,FEMALE,67677
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"5,000 AND ABOVE",11,TRANSGENDER,7
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"2,000 - 4,999",25,ALL SEXES,73101
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"2,000 - 4,999",25,MALE,38473
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"2,000 - 4,999",25,FEMALE,34626
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"2,000 - 4,999",25,TRANSGENDER,2
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"1,000 - 1,999",36,ALL SEXES,51995
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"1,000 - 1,999",36,MALE,27653
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"1,000 - 1,999",36,FEMALE,24340
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,"1,000 - 1,999",36,TRANSGENDER,2
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,500 - 999,47,ALL SEXES,34680
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,500 - 999,47,MALE,18537
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,500 - 999,47,FEMALE,16142
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,500 - 999,47,TRANSGENDER,1
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,200 - 499,67,ALL SEXES,22478
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,200 - 499,67,MALE,11884
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,200 - 499,67,FEMALE,10593
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,200 - 499,67,TRANSGENDER,1
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,LESS THAN 200,61,ALL SEXES,6291
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,LESS THAN 200,61,MALE,3336
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,LESS THAN 200,61,FEMALE,2954
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,LESS THAN 200,61,TRANSGENDER,1
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,UN-INHABITED,16,ALL SEXES,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,UN-INHABITED,16,MALE,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,UN-INHABITED,16,FEMALE,0
BALOCHISTAN,131,LORALAI DISTRICT,LORALAI DISTRICT,UN-INHABITED,16,TRANSGENDER,0
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,86,ALL SEXES,142935
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,86,MALE,76379
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,86,FEMALE,66552
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,TOTAL,86,TRANSGENDER,4
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,"5,000 AND ABOVE",3,ALL SEXES,56761
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,"5,000 AND ABOVE",3,MALE,30377
BALOCHISTAN,131,LORALAI DISTRICT,DUKI TEHSIL,"5,000 AND ABOVE",3,FEMALE,26382
