province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,1,2554,1.05,66331,27.27,674
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1,36686,15.08,66331,27.27,10187
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,1,86160,35.42,66331,27.27,24032
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,1,116115,47.73,66331,27.27,30931
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,1,1750,0.72,66331,27.27,507
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2,2554,1.05,85277,35.06,937
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2,36686,15.08,85277,35.06,12878
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,2,86160,35.42,85277,35.06,31349
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,2,116115,47.73,85277,35.06,39598
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,2,1750,0.72,85277,35.06,515
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,3,2554,1.05,45827,18.84,461
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,3,36686,15.08,45827,18.84,6678
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,3,86160,35.42,45827,18.84,15934
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,3,116115,47.73,45827,18.84,22416
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,3,1750,0.72,45827,18.84,338
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,4,2554,1.05,24226,9.96,239
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,4,36686,15.08,24226,9.96,3706
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,4,86160,35.42,24226,9.96,8184
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,4,116115,47.73,24226,9.96,11911
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,4,1750,0.72,24226,9.96,186
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,5,2554,1.05,10146,4.17,116
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,5,36686,15.08,10146,4.17,1492
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,5,86160,35.42,10146,4.17,3200
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,5,116115,47.73,10146,4.17,5250
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,5,1750,0.72,10146,4.17,88
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,6,2554,1.05,5616,2.31,57
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,6,36686,15.08,5616,2.31,897
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,6,86160,35.42,5616,2.31,1716
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,6,116115,47.73,5616,2.31,2893
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,6,1750,0.72,5616,2.31,53
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,7,2554,1.05,2505,1.03,26
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,7,36686,15.08,2505,1.03,366
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,7,86160,35.42,2505,1.03,739
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,7,116115,47.73,2505,1.03,1353
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,7,1750,0.72,2505,1.03,21
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,8,2554,1.05,1522,0.63,20
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,8,36686,15.08,1522,0.63,225
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,8,86160,35.42,1522,0.63,465
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,8,116115,47.73,1522,0.63,794
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,8,1750,0.72,1522,0.63,18
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,2554,1.05,1815,0.75,24
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,36686,15.08,1815,0.75,257
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,86160,35.42,1815,0.75,541
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,116115,47.73,1815,0.75,969
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,1750,0.72,1815,0.75,24
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,UNDER CONSTRUCTION,1,2217,1.07,58332,28.18,574
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,LESS THAN 5 YEARS,1,31610,15.27,58332,28.18,9145
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,5-10 YEARS,1,75742,36.6,58332,28.18,21841
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,11-50 YEARS,1,96267,46.51,58332,28.18,26418
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,OVER 50 YEARS,1,1137,0.55,58332,28.18,354
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,UNDER CONSTRUCTION,2,2217,1.07,73716,35.62,839
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,LESS THAN 5 YEARS,2,31610,15.27,73716,35.62,11345
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,5-10 YEARS,2,75742,36.6,73716,35.62,27864
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,11-50 YEARS,2,96267,46.51,73716,35.62,33324
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,OVER 50 YEARS,2,1137,0.55,73716,35.62,344
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,UNDER CONSTRUCTION,3,2217,1.07,38211,18.46,391
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,LESS THAN 5 YEARS,3,31610,15.27,38211,18.46,5619
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,5-10 YEARS,3,75742,36.6,38211,18.46,13726
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,11-50 YEARS,3,96267,46.51,38211,18.46,18259
