province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,1 PERSON,1,4812,1.83,1.79,73682,28.06,4.97,2730
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,2 PERSONS,1,15770,6,1.75,73682,28.06,4.97,8425
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,3 PERSONS,1,20974,7.99,1.91,73682,28.06,4.97,9445
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,4 PERSONS,1,30310,11.54,2.05,73682,28.06,4.97,11834
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5 PERSONS,1,38651,14.72,2.18,73682,28.06,4.97,12769
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,6 PERSONS,1,41067,15.64,2.32,73682,28.06,4.97,11349
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,7 PERSONS,1,34352,13.08,2.45,73682,28.06,4.97,7799
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,8 PERSONS,1,24915,9.49,2.61,73682,28.06,4.97,4582
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,9 PERSONS,1,16404,6.25,2.82,73682,28.06,4.97,2404
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,35374,13.47,3.61,73682,28.06,4.97,2345
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,1 PERSON,2,4812,1.83,1.79,92455,35.2,6.14,1204
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,2 PERSONS,2,15770,6,1.75,92455,35.2,6.14,4767
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,3 PERSONS,2,20974,7.99,1.91,92455,35.2,6.14,7058
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,4 PERSONS,2,30310,11.54,2.05,92455,35.2,6.14,10883
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5 PERSONS,2,38651,14.72,2.18,92455,35.2,6.14,14612
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,6 PERSONS,2,41067,15.64,2.32,92455,35.2,6.14,16157
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,7 PERSONS,2,34352,13.08,2.45,92455,35.2,6.14,13738
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,8 PERSONS,2,24915,9.49,2.61,92455,35.2,6.14,9666
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,9 PERSONS,2,16404,6.25,2.82,92455,35.2,6.14,5899
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,35374,13.47,3.61,92455,35.2,6.14,8471
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,1 PERSON,3,4812,1.83,1.79,48842,18.6,7.07,476
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,2 PERSONS,3,15770,6,1.75,48842,18.6,7.07,1512
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,3 PERSONS,3,20974,7.99,1.91,48842,18.6,7.07,2698
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,4 PERSONS,3,30310,11.54,2.05,48842,18.6,7.07,4436
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5 PERSONS,3,38651,14.72,2.18,48842,18.6,7.07,6504
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,6 PERSONS,3,41067,15.64,2.32,48842,18.6,7.07,7500
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,7 PERSONS,3,34352,13.08,2.45,48842,18.6,7.07,7064
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,8 PERSONS,3,24915,9.49,2.61,48842,18.6,7.07,5623
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,9 PERSONS,3,16404,6.25,2.82,48842,18.6,7.07,4007
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,35374,13.47,3.61,48842,18.6,7.07,9022
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,1 PERSON,4,4812,1.83,1.79,25415,9.68,7.91,210
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,2 PERSONS,4,15770,6,1.75,25415,9.68,7.91,627
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,3 PERSONS,4,20974,7.99,1.91,25415,9.68,7.91,1051
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,4 PERSONS,4,30310,11.54,2.05,25415,9.68,7.91,1885
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5 PERSONS,4,38651,14.72,2.18,25415,9.68,7.91,2849
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,6 PERSONS,4,41067,15.64,2.32,25415,9.68,7.91,3541
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,7 PERSONS,4,34352,13.08,2.45,25415,9.68,7.91,3299
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,8 PERSONS,4,24915,9.49,2.61,25415,9.68,7.91,2860
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,9 PERSONS,4,16404,6.25,2.82,25415,9.68,7.91,2194
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,35374,13.47,3.61,25415,9.68,7.91,6899
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,1 PERSON,5,4812,1.83,1.79,10481,3.99,8.71,77
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,2 PERSONS,5,15770,6,1.75,10481,3.99,8.71,231
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,3 PERSONS,5,20974,7.99,1.91,10481,3.99,8.71,364
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,4 PERSONS,5,30310,11.54,2.05,10481,3.99,8.71,646
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,5 PERSONS,5,38651,14.72,2.18,10481,3.99,8.71,1004
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,6 PERSONS,5,41067,15.64,2.32,10481,3.99,8.71,1277
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,7 PERSONS,5,34352,13.08,2.45,10481,3.99,8.71,1254
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,8 PERSONS,5,24915,9.49,2.61,10481,3.99,8.71,1124
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,9 PERSONS,5,16404,6.25,2.82,10481,3.99,8.71,948
