province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,073,LODHRAN DISTRICT,NA,NA,NA,YES,LODHRAN DISTRICT,42247,36531,3873,1843,39999,41703,20707,28037,40524,40951,6.22
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,NA,NA,YES,DUNYAPUR TEHSIL,6643,5685,728,230,5893,6556,4490,4097,6395,6483,6.2
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,NA,YES,DUNYAPUR MC,6643,5685,728,230,5893,6556,4490,4097,6395,6483,6.2
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,CHARGE NO 05,YES,CHARGE NO 05,6643,5685,728,230,5893,6556,4490,4097,6395,6483,6.2
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,CHARGE NO 05,NO,CIRCLE NO 01,2083,1876,161,46,1981,2066,1318,1323,1973,1980,6.57
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,CHARGE NO 05,NO,CIRCLE NO 02,1104,940,110,54,1038,1093,831,707,1093,1100,6.51
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,CHARGE NO 05,NO,CIRCLE NO 03,2013,1736,227,50,1793,1991,1273,1220,1973,2006,5.96
PUNJAB,073,LODHRAN DISTRICT,DUNYAPUR TEHSIL,DUNYAPUR MC,CHARGE NO 05,NO,CIRCLE NO 04,1443,1133,230,80,1081,1406,1068,847,1356,1397,5.77
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,NA,NA,YES,KAHROR PACCA TEHSIL,17613,14128,2394,1091,16867,17346,4575,10695,16660,16826,5.92
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,NA,YES,DHANOTE TC,3901,3239,398,264,3675,3790,241,1872,3391,3353,6.13
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,CHARGE NO 05,YES,CHARGE NO 05,3901,3239,398,264,3675,3790,241,1872,3391,3353,6.13
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,CHARGE NO 05,NO,CIRCLE NO 01,1047,887,101,59,1011,1042,18,520,914,920,6.16
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,CHARGE NO 05,NO,CIRCLE NO 02,969,847,66,56,922,954,43,333,855,929,5.9
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,CHARGE NO 05,NO,CIRCLE NO 03,1013,846,111,56,903,974,151,553,947,930,6.22
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,DHANOTE TC,CHARGE NO 05,NO,CIRCLE NO 04,872,659,120,93,839,820,29,466,675,574,6.23
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,NA,YES,KAHROR PACCA MC,13712,10889,1996,827,13192,13556,4334,8823,13269,13473,5.86
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,YES,CHARGE NO 04,13712,10889,1996,827,13192,13556,4334,8823,13269,13473,5.86
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 01,2303,1506,529,268,2237,2280,579,1735,2228,2270,5.52
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 02,446,312,88,46,440,442,364,257,439,445,5.89
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 03,552,444,99,9,547,551,535,533,551,552,4.75
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 04,713,384,262,67,697,709,591,419,706,711,7.28
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 05,357,200,91,66,352,353,272,273,353,357,6.07
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 06,1875,1666,154,55,1858,1858,394,1165,1846,1857,5.54
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 07,1616,1461,99,56,1573,1583,225,1152,1515,1563,6.21
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 08,1315,1093,136,86,1168,1308,290,819,1290,1305,5.79
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 09,1734,1518,151,65,1614,1711,339,844,1664,1684,5.94
PUNJAB,073,LODHRAN DISTRICT,KAHROR PACCA TEHSIL,KAHROR PACCA MC,CHARGE NO 04,NO,CIRCLE NO 10,2801,2305,387,109,2706,2761,745,1626,2677,2729,5.95
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,NA,NA,YES,LODHRAN TEHSIL,17991,16718,751,522,17239,17801,11642,13245,17469,17642,6.51
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,NA,YES,LODHRAN MC,17991,16718,751,522,17239,17801,11642,13245,17469,17642,6.51
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,YES,CHARGE NO 06,7825,7181,355,289,7413,7725,5013,5367,7524,7650,6.39
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,NO,CIRCLE NO 01,1524,1430,54,40,1390,1506,977,1261,1507,1511,6.49
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,NO,CIRCLE NO 02,1080,1016,47,17,1062,1075,882,791,1073,1077,6.47
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,NO,CIRCLE NO 03,2715,2420,131,164,2555,2672,1655,1944,2572,2657,6.21
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,NO,CIRCLE NO 04,1102,1030,55,17,1062,1099,607,684,1052,1097,6.55
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 06,NO,CIRCLE NO 05,1404,1285,68,51,1344,1373,892,687,1320,1308,6.45
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 07,YES,CHARGE NO 07,10166,9537,396,233,9826,10076,6629,7878,9945,9992,6.61
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 07,NO,CIRCLE NO 01,2755,2565,112,78,2693,2724,1312,2132,2664,2721,6.53
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 07,NO,CIRCLE NO 02,1408,1289,79,40,1392,1383,1114,1154,1390,1321,6.86
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 07,NO,CIRCLE NO 03,3415,3286,94,35,3262,3406,2757,2532,3381,3406,6.42
PUNJAB,073,LODHRAN DISTRICT,LODHRAN TEHSIL,LODHRAN MC,CHARGE NO 07,NO,CIRCLE NO 04,2588,2397,111,80,2479,2563,1446,2060,2510,2544,6.79
