province_name,district_code,district_name,area_name,area_type,marital_status,household_head_relationship,gender,count
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,9382
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,5261
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,4119
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,2
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,ALL SEXES,42549
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,MALE,11523
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,FEMALE,31026
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,ALL SEXES,45733
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,MALE,30733
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,FEMALE,14982
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,BROTHER/SISTER,TRANSGENDER,18
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,ALL SEXES,45644
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,MALE,13304
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,FEMALE,32284
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,OTHER RELATIVE,TRANSGENDER,56
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,NON-RELATIVE,ALL SEXES,7525
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,NON-RELATIVE,MALE,4086
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,NON-RELATIVE,FEMALE,3419
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,TOTAL,NON-RELATIVE,TRANSGENDER,20
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,HEAD,ALL SEXES,6597
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,HEAD,MALE,6115
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,HEAD,FEMALE,448
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,HEAD,TRANSGENDER,34
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,ALL SEXES,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,MALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,FEMALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SPOUSE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SON/DAUGHTER,ALL SEXES,207662
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SON/DAUGHTER,MALE,122070
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SON/DAUGHTER,FEMALE,85579
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,SON/DAUGHTER,TRANSGENDER,13
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,DAUGHTER/SON IN LAW,ALL SEXES,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,DAUGHTER/SON IN LAW,MALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,DAUGHTER/SON IN LAW,FEMALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,GRAND SON/GRAND DAUGHTER,ALL SEXES,8115
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,GRAND SON/GRAND DAUGHTER,MALE,4433
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,GRAND SON/GRAND DAUGHTER,FEMALE,3680
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,GRAND SON/GRAND DAUGHTER,TRANSGENDER,2
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,FATHER/MOTHER,ALL SEXES,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,FATHER/MOTHER,MALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,FATHER/MOTHER,FEMALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,BROTHER/SISTER,ALL SEXES,25603
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,BROTHER/SISTER,MALE,14992
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,BROTHER/SISTER,FEMALE,10593
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,BROTHER/SISTER,TRANSGENDER,18
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,OTHER RELATIVE,ALL SEXES,11306
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,OTHER RELATIVE,MALE,6345
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,OTHER RELATIVE,FEMALE,4905
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,OTHER RELATIVE,TRANSGENDER,56
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,NON-RELATIVE,ALL SEXES,3112
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,NON-RELATIVE,MALE,2041
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,NON-RELATIVE,FEMALE,1051
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,NEVER MARRIED,NON-RELATIVE,TRANSGENDER,20
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,HEAD,ALL SEXES,234650
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,HEAD,MALE,211222
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,HEAD,FEMALE,23428
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,HEAD,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SPOUSE,ALL SEXES,224455
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SPOUSE,MALE,13606
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SPOUSE,FEMALE,210849
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SPOUSE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SON/DAUGHTER,ALL SEXES,65535
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SON/DAUGHTER,MALE,60311
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SON/DAUGHTER,FEMALE,5224
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,SON/DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,DAUGHTER/SON IN LAW,ALL SEXES,70887
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,DAUGHTER/SON IN LAW,MALE,1338
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,DAUGHTER/SON IN LAW,FEMALE,69549
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,GRAND SON/GRAND DAUGHTER,ALL SEXES,1235
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,GRAND SON/GRAND DAUGHTER,MALE,819
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,GRAND SON/GRAND DAUGHTER,FEMALE,416
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,GRAND SON/GRAND DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,FATHER/MOTHER,ALL SEXES,18228
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,FATHER/MOTHER,MALE,8201
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,FATHER/MOTHER,FEMALE,10027
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,BROTHER/SISTER,ALL SEXES,16957
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,BROTHER/SISTER,MALE,14772
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,BROTHER/SISTER,FEMALE,2185
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,BROTHER/SISTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,OTHER RELATIVE,ALL SEXES,28810
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,OTHER RELATIVE,MALE,5828
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,OTHER RELATIVE,FEMALE,22982
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,OTHER RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,NON-RELATIVE,ALL SEXES,4013
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,NON-RELATIVE,MALE,1908
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,NON-RELATIVE,FEMALE,2105
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,MARRIED,NON-RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,HEAD,ALL SEXES,20257
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,HEAD,MALE,8238
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,HEAD,FEMALE,12019
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,HEAD,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SPOUSE,ALL SEXES,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SPOUSE,MALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SPOUSE,FEMALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SPOUSE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SON/DAUGHTER,ALL SEXES,1832
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SON/DAUGHTER,MALE,908
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SON/DAUGHTER,FEMALE,924
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,SON/DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,DAUGHTER/SON IN LAW,ALL SEXES,585
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,DAUGHTER/SON IN LAW,MALE,18
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,DAUGHTER/SON IN LAW,FEMALE,567
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,GRAND SON/GRAND DAUGHTER,ALL SEXES,14
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,GRAND SON/GRAND DAUGHTER,MALE,5
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,GRAND SON/GRAND DAUGHTER,FEMALE,9
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,GRAND SON/GRAND DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,FATHER/MOTHER,ALL SEXES,24071
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,FATHER/MOTHER,MALE,3292
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,FATHER/MOTHER,FEMALE,20779
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,BROTHER/SISTER,ALL SEXES,1860
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,BROTHER/SISTER,MALE,660
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,BROTHER/SISTER,FEMALE,1200
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,BROTHER/SISTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,OTHER RELATIVE,ALL SEXES,5055
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,OTHER RELATIVE,MALE,973
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,OTHER RELATIVE,FEMALE,4082
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,OTHER RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,NON-RELATIVE,ALL SEXES,364
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,NON-RELATIVE,MALE,120
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,NON-RELATIVE,FEMALE,244
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,WIDOWED,NON-RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,HEAD,ALL SEXES,1157
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,HEAD,MALE,603
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,HEAD,FEMALE,554
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,HEAD,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SPOUSE,ALL SEXES,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SPOUSE,MALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SPOUSE,FEMALE,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SPOUSE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SON/DAUGHTER,ALL SEXES,2229
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SON/DAUGHTER,MALE,619
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SON/DAUGHTER,FEMALE,1610
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,SON/DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,DAUGHTER/SON IN LAW,ALL SEXES,25
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,DAUGHTER/SON IN LAW,MALE,2
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,DAUGHTER/SON IN LAW,FEMALE,23
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,GRAND SON/GRAND DAUGHTER,ALL SEXES,18
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,GRAND SON/GRAND DAUGHTER,MALE,4
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,GRAND SON/GRAND DAUGHTER,FEMALE,14
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,GRAND SON/GRAND DAUGHTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,FATHER/MOTHER,ALL SEXES,250
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,FATHER/MOTHER,MALE,30
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,FATHER/MOTHER,FEMALE,220
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,FATHER/MOTHER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,BROTHER/SISTER,ALL SEXES,1313
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,BROTHER/SISTER,MALE,309
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,BROTHER/SISTER,FEMALE,1004
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,BROTHER/SISTER,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,OTHER RELATIVE,ALL SEXES,473
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,OTHER RELATIVE,MALE,158
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,OTHER RELATIVE,FEMALE,315
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,OTHER RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,NON-RELATIVE,ALL SEXES,36
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,NON-RELATIVE,MALE,17
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,NON-RELATIVE,FEMALE,19
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,TOTAL,DIVORCED,NON-RELATIVE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,HEAD,ALL SEXES,220417
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,HEAD,MALE,190469
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,HEAD,FEMALE,29929
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,HEAD,TRANSGENDER,19
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SPOUSE,ALL SEXES,189639
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SPOUSE,MALE,11424
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SPOUSE,FEMALE,178215
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SPOUSE,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SON/DAUGHTER,ALL SEXES,229688
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SON/DAUGHTER,MALE,153843
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SON/DAUGHTER,FEMALE,75835
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,SON/DAUGHTER,TRANSGENDER,10
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,DAUGHTER/SON IN LAW,ALL SEXES,61865
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,DAUGHTER/SON IN LAW,MALE,1146
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,DAUGHTER/SON IN LAW,FEMALE,60719
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,DAUGHTER/SON IN LAW,TRANSGENDER,NA
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,GRAND SON/GRAND DAUGHTER,ALL SEXES,7871
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,GRAND SON/GRAND DAUGHTER,MALE,4445
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,GRAND SON/GRAND DAUGHTER,FEMALE,3424
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,GRAND SON/GRAND DAUGHTER,TRANSGENDER,2
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,FATHER/MOTHER,ALL SEXES,36093
PUNJAB,073,LODHRAN DISTRICT,LODHRAN DISTRICT,RURAL,TOTAL,FATHER/MOTHER,MALE,9881
