province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,401,ALL SEXES,754225
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,401,MALE,381307
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,401,FEMALE,372877
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,401,TRANSGENDER,41
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"5,000 AND ABOVE",30,ALL SEXES,251301
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"5,000 AND ABOVE",30,MALE,127414
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"5,000 AND ABOVE",30,FEMALE,123868
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"5,000 AND ABOVE",30,TRANSGENDER,19
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"2,000 - 4,999",87,ALL SEXES,251507
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"2,000 - 4,999",87,MALE,126665
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"2,000 - 4,999",87,FEMALE,124828
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"2,000 - 4,999",87,TRANSGENDER,14
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"1,000 - 1,999",111,ALL SEXES,161517
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"1,000 - 1,999",111,MALE,81535
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"1,000 - 1,999",111,FEMALE,79977
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,"1,000 - 1,999",111,TRANSGENDER,5
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,500 - 999,96,ALL SEXES,73509
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,500 - 999,96,MALE,37274
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,500 - 999,96,FEMALE,36233
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,500 - 999,96,TRANSGENDER,2
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,200 - 499,40,ALL SEXES,14106
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,200 - 499,40,MALE,7249
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,200 - 499,40,FEMALE,6856
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,200 - 499,40,TRANSGENDER,1
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,LESS THAN 200,31,ALL SEXES,2285
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,LESS THAN 200,31,MALE,1170
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,LESS THAN 200,31,FEMALE,1115
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,LESS THAN 200,31,TRANSGENDER,0
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,UN-INHABITED,6,ALL SEXES,0
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,UN-INHABITED,6,MALE,0
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,UN-INHABITED,6,FEMALE,0
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,UN-INHABITED,6,TRANSGENDER,0
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,TOTAL,203,ALL SEXES,400049
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,TOTAL,203,MALE,200710
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,TOTAL,203,FEMALE,199314
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,TOTAL,203,TRANSGENDER,25
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"5,000 AND ABOVE",17,ALL SEXES,139406
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"5,000 AND ABOVE",17,MALE,70179
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"5,000 AND ABOVE",17,FEMALE,69216
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"5,000 AND ABOVE",17,TRANSGENDER,11
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"2,000 - 4,999",45,ALL SEXES,128533
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"2,000 - 4,999",45,MALE,64208
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"2,000 - 4,999",45,FEMALE,64315
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"2,000 - 4,999",45,TRANSGENDER,10
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"1,000 - 1,999",63,ALL SEXES,91890
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"1,000 - 1,999",63,MALE,46087
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"1,000 - 1,999",63,FEMALE,45801
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,"1,000 - 1,999",63,TRANSGENDER,2
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,500 - 999,44,ALL SEXES,33267
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,500 - 999,44,MALE,16679
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,500 - 999,44,FEMALE,16587
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,500 - 999,44,TRANSGENDER,1
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,200 - 499,16,ALL SEXES,5834
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,200 - 499,16,MALE,3001
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,200 - 499,16,FEMALE,2832
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,200 - 499,16,TRANSGENDER,1
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,LESS THAN 200,14,ALL SEXES,1119
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,LESS THAN 200,14,MALE,556
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD TEHSIL,LESS THAN 200,14,FEMALE,563
