province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,1,156428,89.4,35123,20.07,28601
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,1,7831,4.48,35123,20.07,1998
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,1,10708,6.12,35123,20.07,4524
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,2,156428,89.4,56141,32.09,49090
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,2,7831,4.48,56141,32.09,3159
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,2,10708,6.12,56141,32.09,3892
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,3,156428,89.4,39420,22.53,36325
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,3,7831,4.48,39420,22.53,1677
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,3,10708,6.12,39420,22.53,1418
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,4,156428,89.4,23133,13.22,21930
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,4,7831,4.48,23133,13.22,662
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,4,10708,6.12,23133,13.22,541
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,5,156428,89.4,9831,5.62,9495
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,5,7831,4.48,9831,5.62,182
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,5,10708,6.12,9831,5.62,154
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,6,156428,89.4,5762,3.29,5598
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,6,7831,4.48,5762,3.29,83
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,6,10708,6.12,5762,3.29,81
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,7,156428,89.4,2339,1.34,2264
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,7,7831,4.48,2339,1.34,32
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,7,10708,6.12,2339,1.34,43
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,8,156428,89.4,1570,0.9,1532
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,8,7831,4.48,1570,0.9,21
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,8,10708,6.12,1570,0.9,17
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,OWNED,9,156428,89.4,1648,0.94,1593
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENTED,9,7831,4.48,1648,0.94,17
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,TOTAL,RENT FREE,9,10708,6.12,1648,0.94,38
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,1,103684,91.05,24671,21.66,20507
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,1,1577,1.38,24671,21.66,465
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,1,8621,7.57,24671,21.66,3699
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,2,103684,91.05,37670,33.08,33793
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,2,1577,1.38,37670,33.08,693
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,2,8621,7.57,37670,33.08,3184
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,3,103684,91.05,23987,21.06,22607
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,3,1577,1.38,23987,21.06,260
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,3,8621,7.57,23987,21.06,1120
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,4,103684,91.05,14259,12.52,13756
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,4,1577,1.38,14259,12.52,106
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,4,8621,7.57,14259,12.52,397
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,5,103684,91.05,6204,5.45,6061
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,5,1577,1.38,6204,5.45,28
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,5,8621,7.57,6204,5.45,115
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,6,103684,91.05,3629,3.19,3562
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,6,1577,1.38,3629,3.19,13
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,6,8621,7.57,3629,3.19,54
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,7,103684,91.05,1435,1.26,1405
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,7,1577,1.38,1435,1.26,5
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,7,8621,7.57,1435,1.26,25
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,8,103684,91.05,1000,0.88,984
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,8,1577,1.38,1000,0.88,5
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,8,8621,7.57,1000,0.88,11
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,OWNED,9,103684,91.05,1027,0.9,1009
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENTED,9,1577,1.38,1027,0.9,2
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,RURAL,RENT FREE,9,8621,7.57,1027,0.9,16
PUNJAB,049,HAFIZABAD DISTRICT,HAFIZABAD DISTRICT,URBAN,OWNED,1,52744,86.35,10452,17.11,8094
