province_name,district_code,district_name,area_name,area_type,gender_type,total_by_gender,percent_by_gender,housing_type,total_by_housing_type,percent_by_housing_type,count
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,ALL SEXES,11119985,100,REGULAR,1744755,98.99,10873221
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,ALL SEXES,11119985,100,INSTITUTIONAL,17129,0.97,245176
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,ALL SEXES,11119985,100,HOMELESS,711,0.04,1588
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,ALL SEXES,11119985,100,TOTAL,1762595,100,11119985
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,MALE,5813987,52.28,REGULAR,1744755,98.99,5633940
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,MALE,5813987,52.28,INSTITUTIONAL,17129,0.97,178794
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,MALE,5813987,52.28,HOMELESS,711,0.04,1253
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,MALE,5813987,52.28,TOTAL,1762595,100,5813987
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,FEMALE,5303982,47.7,REGULAR,1744755,98.99,5237370
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,FEMALE,5303982,47.7,INSTITUTIONAL,17129,0.97,66280
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,FEMALE,5303982,47.7,HOMELESS,711,0.04,332
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,FEMALE,5303982,47.7,TOTAL,1762595,100,5303982
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TRANSGENDER,2016,0.02,REGULAR,1744755,98.99,1911
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TRANSGENDER,2016,0.02,INSTITUTIONAL,17129,0.97,102
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TRANSGENDER,2016,0.02,HOMELESS,711,0.04,3
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,TRANSGENDER,2016,0.02,TOTAL,1762595,100,2016
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,ALL SEXES,NA,NA,REGULAR,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,ALL SEXES,NA,NA,INSTITUTIONAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,ALL SEXES,NA,NA,HOMELESS,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,ALL SEXES,NA,NA,TOTAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,MALE,NA,NA,REGULAR,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,MALE,NA,NA,INSTITUTIONAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,MALE,NA,NA,HOMELESS,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,MALE,NA,NA,TOTAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,FEMALE,NA,NA,REGULAR,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,FEMALE,NA,NA,INSTITUTIONAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,FEMALE,NA,NA,HOMELESS,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,FEMALE,NA,NA,TOTAL,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,TRANSGENDER,NA,NA,REGULAR,NA,NA,NA
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,TRANSGENDER,NA,NA,INSTITUTIONAL,NA,NA,NA
