province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"5,000 AND ABOVE",-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"5,000 AND ABOVE",-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"5,000 AND ABOVE",-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"5,000 AND ABOVE",-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"2,000 - 4,999",-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"2,000 - 4,999",-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"2,000 - 4,999",-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"2,000 - 4,999",-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"1,000 - 1,999",-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"1,000 - 1,999",-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"1,000 - 1,999",-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,"1,000 - 1,999",-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,500 - 999,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,500 - 999,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,500 - 999,-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,500 - 999,-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,200 - 499,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,200 - 499,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,200 - 499,-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,200 - 499,-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,LESS THAN 200,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,LESS THAN 200,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,LESS THAN 200,-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,LESS THAN 200,-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,UN-INHABITED,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,UN-INHABITED,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,UN-INHABITED,-,FEMALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,UN-INHABITED,-,TRANSGENDER,0
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,TOTAL,-,ALL SEXES,0
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,TOTAL,-,MALE,0
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,TOTAL,-,FEMALE,0
