province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,1,25280,2.18,219510,18.95,5271
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,1,146341,12.63,219510,18.95,26158
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,1,250656,21.63,219510,18.95,45441
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,1,695218,60,219510,18.95,134269
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,1,41119,3.55,219510,18.95,8371
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,2,25280,2.18,347148,29.96,8370
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,2,146341,12.63,347148,29.96,45489
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,2,250656,21.63,347148,29.96,80018
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,2,695218,60,347148,29.96,200710
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,2,41119,3.55,347148,29.96,12561
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,3,25280,2.18,239256,20.65,5117
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,3,146341,12.63,239256,20.65,31318
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,3,250656,21.63,239256,20.65,53371
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,3,695218,60,239256,20.65,141720
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,3,41119,3.55,239256,20.65,7730
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,4,25280,2.18,162515,14.03,2970
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,4,146341,12.63,162515,14.03,19373
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,4,250656,21.63,162515,14.03,34523
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,4,695218,60,162515,14.03,100177
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,4,41119,3.55,162515,14.03,5472
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,5,25280,2.18,80373,6.94,1402
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,5,146341,12.63,80373,6.94,10774
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,5,250656,21.63,80373,6.94,16357
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,5,695218,60,80373,6.94,49203
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,5,41119,3.55,80373,6.94,2637
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,6,25280,2.18,54115,4.67,999
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,6,146341,12.63,54115,4.67,6327
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,6,250656,21.63,54115,4.67,10254
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,6,695218,60,54115,4.67,34597
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,6,41119,3.55,54115,4.67,1938
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,7,25280,2.18,21690,1.87,475
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,7,146341,12.63,21690,1.87,2658
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,7,250656,21.63,21690,1.87,4065
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,7,695218,60,21690,1.87,13670
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,7,41119,3.55,21690,1.87,822
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,8,25280,2.18,15449,1.33,279
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,8,146341,12.63,15449,1.33,1863
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,8,250656,21.63,15449,1.33,2917
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,8,695218,60,15449,1.33,9738
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,8,41119,3.55,15449,1.33,652
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,25280,2.18,18558,1.6,397
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,146341,12.63,18558,1.6,2381
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,250656,21.63,18558,1.6,3710
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,695218,60,18558,1.6,11134
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,41119,3.55,18558,1.6,936
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,UNDER CONSTRUCTION,1,0,0,0,0,0
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,LESS THAN 5 YEARS,1,0,0,0,0,0
