province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,TOTAL,1772,11119985,5813987,5303982,2016,109.62,6275.39,100,6.23,6340114,3
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131026,-100
PUNJAB,053,LAHORE DISTRICT,LAHORE DISTRICT,URBAN,NA,11119985,5813987,5303982,2016,109.62,NA,NA,6.23,5209088,4.06
PUNJAB,053,LAHORE DISTRICT,LAHORE CANTT TEHSIL,TOTAL,466,1632702,857133,775333,236,110.55,3503.65,100,6.17,918730,3.07
PUNJAB,053,LAHORE DISTRICT,LAHORE CANTT TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,182733,-100
PUNJAB,053,LAHORE DISTRICT,LAHORE CANTT TEHSIL,URBAN,NA,1632702,857133,775333,236,110.55,NA,NA,6.17,735997,4.27
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,TOTAL,214,3653616,1905921,1746900,795,109.1,17072.97,100,6.25,2219399,2.65
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,143532,-100
PUNJAB,053,LAHORE DISTRICT,LAHORE CITY TEHSIL,URBAN,NA,3653616,1905921,1746900,795,109.1,NA,NA,6.25,2075867,3.01
PUNJAB,053,LAHORE DISTRICT,MODEL TOWN TEHSIL,TOTAL,353,2703569,1421291,1281762,516,110.89,7658.84,100,6.11,1409228,3.48
PUNJAB,053,LAHORE DISTRICT,MODEL TOWN TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,273036,-100
PUNJAB,053,LAHORE DISTRICT,MODEL TOWN TEHSIL,URBAN,NA,2703569,1421291,1281762,516,110.89,NA,NA,6.11,1136192,4.66
PUNJAB,053,LAHORE DISTRICT,RAIWIND TEHSIL,TOTAL,467,848541,448403,400031,107,112.09,1817,100,6.34,357934,4.64
PUNJAB,053,LAHORE DISTRICT,RAIWIND TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,330620,-100
PUNJAB,053,LAHORE DISTRICT,RAIWIND TEHSIL,URBAN,NA,848541,448403,400031,107,112.09,NA,NA,6.34,27314,19.78
PUNJAB,053,LAHORE DISTRICT,SHALIMAR TEHSIL,TOTAL,272,2281557,1181239,1099956,362,107.39,8388.08,100,6.35,1434823,2.47
PUNJAB,053,LAHORE DISTRICT,SHALIMAR TEHSIL,RURAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,201105,-100
PUNJAB,053,LAHORE DISTRICT,SHALIMAR TEHSIL,URBAN,NA,2281557,1181239,1099956,362,107.39,NA,NA,6.35,1233718,3.28
