province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,INSIDE WATER,TAP,7453,19.37,335
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,INSIDE WATER,ELECTRIC/HAND PUMP,5539,14.4,167
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,INSIDE WATER,PROTECTED WELL,8611,22.38,103
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,INSIDE WATER,UN-PROTECTED WELL,3923,10.2,56
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,INSIDE WATER,OTHERS,6182,16.07,93
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,TAP,375,0.97,3
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,ELECTRIC/HAND PUMP,301,0.78,3
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,PROTECTED WELL,525,1.36,84
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,UN-PROTECTED WELL,574,1.49,5
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,SPRING,2077,5.4,47
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,CANAL/RIVER/POND,1466,3.81,18
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,OUTSIDE WATER,OTHERS,1451,3.77,21
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,COOKING FUEL,WOOD,36898,95.9,864
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,COOKING FUEL,GAS,385,1,19
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,COOKING FUEL,KEROSENE OIL,520,1.35,27
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,COOKING FUEL,OTHERS,674,1.75,25
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,LIGHTING SOURCE,ELECTRICITY,22485,58.44,743
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,LIGHTING SOURCE,KEROSENE OIL,8490,22.07,112
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,LIGHTING SOURCE,GAS LAMP,300,0.78,7
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,UNDER CONSTRUCTION,935,2.43,LIGHTING SOURCE,OTHERS,7202,18.72,73
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,INSIDE WATER,TAP,7453,19.37,760
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,INSIDE WATER,ELECTRIC/HAND PUMP,5539,14.4,1096
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,INSIDE WATER,PROTECTED WELL,8611,22.38,1224
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,INSIDE WATER,UN-PROTECTED WELL,3923,10.2,224
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,INSIDE WATER,OTHERS,6182,16.07,465
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,LESS THAN 5 YEARS,4584,11.91,OUTSIDE WATER,TAP,375,0.97,115
