province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,15987,310354,168239,142114,1,118.38,19.41,14.87,6.63,193458,2.51
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,RURAL,NA,264190,142764,121425,1,117.57,NA,NA,6.66,149615,3.03
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,URBAN,NA,46164,25475,20689,NA,123.13,NA,NA,6.4,43843,0.27
BALOCHISTAN,134,ZHOB DISTRICT,ASHWAT SUB-TEHSIL,TOTAL,901,20768,11575,9193,NA,125.91,23.05,NA,8.15,13247,2.39
BALOCHISTAN,134,ZHOB DISTRICT,ASHWAT SUB-TEHSIL,RURAL,NA,20768,11575,9193,NA,125.91,NA,NA,8.15,13247,2.39
BALOCHISTAN,134,ZHOB DISTRICT,ASHWAT SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,134,ZHOB DISTRICT,KASHATOO SUB-TEHSIL,TOTAL,1590,5184,2645,2539,NA,104.17,3.26,NA,6.83,5165,0.02
BALOCHISTAN,134,ZHOB DISTRICT,KASHATOO SUB-TEHSIL,RURAL,NA,5184,2645,2539,NA,104.17,NA,NA,6.83,5165,0.02
BALOCHISTAN,134,ZHOB DISTRICT,KASHATOO SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,134,ZHOB DISTRICT,QAMAR DIN KAREZ TEHSIL,TOTAL,1286,13831,7486,6345,NA,117.98,10.76,NA,5.73,5855,4.62
BALOCHISTAN,134,ZHOB DISTRICT,QAMAR DIN KAREZ TEHSIL,RURAL,NA,13831,7486,6345,NA,117.98,NA,NA,5.73,5855,4.62
BALOCHISTAN,134,ZHOB DISTRICT,QAMAR DIN KAREZ TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,134,ZHOB DISTRICT,SAMBAZA SUB-TEHSIL,TOTAL,2888,17465,9848,7617,NA,129.29,6.05,NA,7.09,15198,0.73
BALOCHISTAN,134,ZHOB DISTRICT,SAMBAZA SUB-TEHSIL,RURAL,NA,17465,9848,7617,NA,129.29,NA,NA,7.09,15198,0.73
BALOCHISTAN,134,ZHOB DISTRICT,SAMBAZA SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB TEHSIL,TOTAL,9322,253106,136685,116420,1,117.41,27.15,18.24,6.55,153993,2.64
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB TEHSIL,RURAL,NA,206942,111210,95731,1,116.17,NA,NA,6.58,110150,3.37
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB TEHSIL,URBAN,NA,46164,25475,20689,NA,123.13,NA,NA,6.4,43843,0.27
