province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,TOTAL INSIDE,37709,84.1,31708
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,TAP,11020,24.58,7453
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,ELECTRIC/HAND PUMP,6560,14.63,5539
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,PROTECTED WELL,9240,20.61,8611
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,UN-PROTECTED WELL,4258,9.5,3923
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,INSIDE WATER,OTHERS,6631,14.79,6182
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,TOTAL OUTSIDE,7130,15.9,6769
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,TAP,401,0.89,375
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,ELECTRIC/HAND PUMP,318,0.71,301
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,PROTECTED WELL,536,1.2,525
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,UN-PROTECTED WELL,584,1.3,574
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,SPRING,2120,4.73,2077
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,CANAL/RIVER/POND,1576,3.51,1466
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,OUTSIDE WATER,OTHERS,1595,3.56,1451
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,COOKING FUEL,WOOD,42772,95.39,375
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,COOKING FUEL,GAS,615,1.37,301
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,COOKING FUEL,KEROSENE OIL,641,1.43,525
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,COOKING FUEL,OTHERS,811,1.81,574
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LIGHTING SOURCE,ELECTRICITY,42772,95.39,36898
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LIGHTING SOURCE,KEROSENE OIL,615,1.37,385
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LIGHTING SOURCE,GAS LAMP,641,1.43,520
