province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,KITCHEN,SEPARATE,23465,52.33,20152
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,KITCHEN,SHARED,15249,34.01,12784
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,KITCHEN,NONE,6125,13.66,5541
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,BATH,SEPARATE,28662,63.92,24894
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,BATH,SHARED,11450,25.54,9334
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,BATH,NONE,4727,10.54,4249
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,SEWER,5558,12.4,3778
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,SEPTIC TANK,1688,3.76,1386
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,OPEN DRAIN,6971,15.55,5566
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,PIT WITH SLAB,10234,22.82,8157
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,OTHER,4902,10.93,4541
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,LATRINE,NONE,15486,34.54,15049
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,KITCHEN,SEPARATE,23465,52.33,2485
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,KITCHEN,SHARED,15249,34.01,1996
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,KITCHEN,NONE,6125,13.66,276
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,BATH,SEPARATE,28662,63.92,2827
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,BATH,SHARED,11450,25.54,1738
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,BATH,NONE,4727,10.54,192
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,SEWER,5558,12.4,1340
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,SEPTIC TANK,1688,3.76,240
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,OPEN DRAIN,6971,15.55,1129
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,PIT WITH SLAB,10234,22.82,1613
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,OTHER,4902,10.93,265
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,LATRINE,NONE,15486,34.54,170
