province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,WALL,BAKED BRICKS/BLOCKS/STONES,23469,52.34,21016
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,WALL,UNBAKED BRICKS/MUD,13871,30.94,11133
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,WALL,WOOD/BAMBOO,4926,10.99,4158
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,WALL,OTHERS,2573,5.74,2170
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,ROOF,RCC/RBC,1759,3.92,1095
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,ROOF,CEMENT/IRON SHEETS,956,2.13,507
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,ROOF,GARDER/T.IRON,9240,20.61,7440
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,ROOF,WOOD/BAMBOO,29935,66.76,26812
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,OWNED,38477,85.81,ROOF,OTHERS,2949,6.58,2623
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,WALL,BAKED BRICKS/BLOCKS/STONES,23469,52.34,2092
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,WALL,UNBAKED BRICKS/MUD,13871,30.94,1919
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,WALL,WOOD/BAMBOO,4926,10.99,532
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,WALL,OTHERS,2573,5.74,214
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,ROOF,RCC/RBC,1759,3.92,564
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,ROOF,CEMENT/IRON SHEETS,956,2.13,290
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,ROOF,GARDER/T.IRON,9240,20.61,1643
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,ROOF,WOOD/BAMBOO,29935,66.76,2071
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENTED,4757,10.61,ROOF,OTHERS,2949,6.58,189
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,WALL,BAKED BRICKS/BLOCKS/STONES,23469,52.34,361
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,WALL,UNBAKED BRICKS/MUD,13871,30.94,819
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,WALL,WOOD/BAMBOO,4926,10.99,236
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,WALL,OTHERS,2573,5.74,189
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,ROOF,RCC/RBC,1759,3.92,100
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,ROOF,CEMENT/IRON SHEETS,956,2.13,159
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,ROOF,GARDER/T.IRON,9240,20.61,157
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,ROOF,WOOD/BAMBOO,29935,66.76,1052
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,TOTAL,RENT FREE,1605,3.58,ROOF,OTHERS,2949,6.58,137
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,RURAL,OWNED,35007,91.58,WALL,BAKED BRICKS/BLOCKS/STONES,20430,53.45,19227
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,RURAL,OWNED,35007,91.58,WALL,UNBAKED BRICKS/MUD,11010,28.8,9803
BALOCHISTAN,134,ZHOB DISTRICT,ZHOB DISTRICT,RURAL,OWNED,35007,91.58,WALL,WOOD/BAMBOO,4299,11.25,3846
