province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,WALL,BAKED BRICKS/BLOCKS/STONES,19286,73.38,15832
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,WALL,UNBAKED BRICKS/MUD,4929,18.75,4117
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,WALL,WOOD/BAMBOO,1322,5.03,1037
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,WALL,OTHERS,744,2.83,557
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,ROOF,RCC/RBC,991,3.77,892
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,ROOF,CEMENT/IRON SHEETS,1103,4.2,1012
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,ROOF,GARDER/T.IRON,135,0.51,119
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,ROOF,WOOD/BAMBOO,23117,87.96,18766
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,OWNED,21543,81.97,ROOF,OTHERS,935,3.56,754
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,WALL,BAKED BRICKS/BLOCKS/STONES,19286,73.38,2213
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,WALL,UNBAKED BRICKS/MUD,4929,18.75,340
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,WALL,WOOD/BAMBOO,1322,5.03,175
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,WALL,OTHERS,744,2.83,136
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,ROOF,RCC/RBC,991,3.77,31
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,ROOF,CEMENT/IRON SHEETS,1103,4.2,60
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,ROOF,GARDER/T.IRON,135,0.51,11
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,ROOF,WOOD/BAMBOO,23117,87.96,2636
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENTED,2864,10.9,ROOF,OTHERS,935,3.56,126
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,WALL,BAKED BRICKS/BLOCKS/STONES,19286,73.38,1241
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,WALL,UNBAKED BRICKS/MUD,4929,18.75,472
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,WALL,WOOD/BAMBOO,1322,5.03,110
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,WALL,OTHERS,744,2.83,51
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,ROOF,RCC/RBC,991,3.77,68
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,ROOF,CEMENT/IRON SHEETS,1103,4.2,31
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,ROOF,GARDER/T.IRON,135,0.51,5
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,ROOF,WOOD/BAMBOO,23117,87.96,1715
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,RENT FREE,1874,7.13,ROOF,OTHERS,935,3.56,55
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,OWNED,21543,81.97,WALL,BAKED BRICKS/BLOCKS/STONES,19286,73.38,15832
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,OWNED,21543,81.97,WALL,UNBAKED BRICKS/MUD,4929,18.75,4117
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,OWNED,21543,81.97,WALL,WOOD/BAMBOO,1322,5.03,1037
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,OWNED,21543,81.97,WALL,OTHERS,744,2.83,557
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,RURAL,OWNED,21543,81.97,ROOF,RCC/RBC,991,3.77,892
