province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,1 PERSON,1,327,1.24,1.58,6660,25.34,4.85,202
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,2 PERSONS,1,2092,7.96,1.64,6660,25.34,4.85,1067
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,3 PERSONS,1,2453,9.33,1.81,6660,25.34,4.85,1033
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,4 PERSONS,1,2911,11.08,1.91,6660,25.34,4.85,1010
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,5 PERSONS,1,3244,12.34,2,6660,25.34,4.85,948
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,6 PERSONS,1,3473,13.21,2.14,6660,25.34,4.85,829
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,7 PERSONS,1,3295,12.54,2.28,6660,25.34,4.85,624
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,8 PERSONS,1,2645,10.06,2.4,6660,25.34,4.85,434
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,9 PERSONS,1,1888,7.18,2.55,6660,25.34,4.85,256
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,3953,15.04,3.11,6660,25.34,4.85,257
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,1 PERSON,2,327,1.24,1.58,11609,44.17,6.18,91
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,2 PERSONS,2,2092,7.96,1.64,11609,44.17,6.18,816
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,3 PERSONS,2,2453,9.33,1.81,11609,44.17,6.18,1047
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,4 PERSONS,2,2911,11.08,1.91,11609,44.17,6.18,1383
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,5 PERSONS,2,3244,12.34,2,11609,44.17,6.18,1627
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,6 PERSONS,2,3473,13.21,2.14,11609,44.17,6.18,1762
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,7 PERSONS,2,3295,12.54,2.28,11609,44.17,6.18,1633
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,8 PERSONS,2,2645,10.06,2.4,11609,44.17,6.18,1210
KHYBER PAKTUNKHWA,009,TORGHAR DISTRICT,TORGHAR DISTRICT,TOTAL,9 PERSONS,2,1888,7.18,2.55,11609,44.17,6.18,799
