province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,KITCHEN,SEPARATE,14897,33.06,536
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,KITCHEN,SHARED,11479,25.47,365
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,KITCHEN,NONE,18684,41.46,700
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,BATH,SEPARATE,16909,37.53,623
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,BATH,SHARED,12569,27.89,438
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,BATH,NONE,15582,34.58,540
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,SEWER,1646,3.65,61
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,SEPTIC TANK,1971,4.37,52
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,OPEN DRAIN,4093,9.08,95
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,PIT WITH SLAB,16567,36.77,418
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,OTHER,6574,14.59,338
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1601,3.55,LATRINE,NONE,14209,31.53,637
