province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,1,1601,3.55,23014,51.07,596
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,1,13764,30.55,23014,51.07,6572
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,1,14905,33.08,23014,51.07,7443
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,1,12459,27.65,23014,51.07,6825
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,1,2331,5.17,23014,51.07,1578
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,2,1601,3.55,13743,30.5,544
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,2,13764,30.55,13743,30.5,4860
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,2,14905,33.08,13743,30.5,4356
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,2,12459,27.65,13743,30.5,3512
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,2,2331,5.17,13743,30.5,471
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,3,1601,3.55,4849,10.76,249
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,3,13764,30.55,4849,10.76,1394
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,3,14905,33.08,4849,10.76,1848
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,3,12459,27.65,4849,10.76,1223
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,3,2331,5.17,4849,10.76,135
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,4,1601,3.55,1950,4.33,148
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,4,13764,30.55,1950,4.33,541
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,4,14905,33.08,1950,4.33,680
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,4,12459,27.65,1950,4.33,508
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,4,2331,5.17,1950,4.33,73
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,5,1601,3.55,540,1.2,17
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,5,13764,30.55,540,1.2,141
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,5,14905,33.08,540,1.2,191
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,5,12459,27.65,540,1.2,168
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,5,2331,5.17,540,1.2,23
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,6,1601,3.55,362,0.8,25
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,6,13764,30.55,362,0.8,104
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,6,14905,33.08,362,0.8,139
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,6,12459,27.65,362,0.8,88
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,6,2331,5.17,362,0.8,6
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,7,1601,3.55,312,0.69,14
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,7,13764,30.55,312,0.69,82
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,7,14905,33.08,312,0.69,118
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,7,12459,27.65,312,0.69,71
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,7,2331,5.17,312,0.69,27
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,8,1601,3.55,75,0.17,3
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,8,13764,30.55,75,0.17,21
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,8,14905,33.08,75,0.17,30
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,8,12459,27.65,75,0.17,18
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,8,2331,5.17,75,0.17,3
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,1601,3.55,215,0.48,5
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,13764,30.55,215,0.48,49
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,14905,33.08,215,0.48,100
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,12459,27.65,215,0.48,46
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,2331,5.17,215,0.48,15
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,UNDER CONSTRUCTION,1,1395,4.03,18189,52.5,535
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,LESS THAN 5 YEARS,1,11374,32.83,18189,52.5,5482
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,5-10 YEARS,1,11455,33.06,18189,52.5,5939
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,11-50 YEARS,1,8228,23.75,18189,52.5,4714
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,OVER 50 YEARS,1,2193,6.33,18189,52.5,1519
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,UNDER CONSTRUCTION,2,1395,4.03,10130,29.24,436
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,LESS THAN 5 YEARS,2,11374,32.83,10130,29.24,3950
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,5-10 YEARS,2,11455,33.06,10130,29.24,3076
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,11-50 YEARS,2,8228,23.75,10130,29.24,2245
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,OVER 50 YEARS,2,2193,6.33,10130,29.24,423
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,UNDER CONSTRUCTION,3,1395,4.03,3732,10.77,228
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,LESS THAN 5 YEARS,3,11374,32.83,3732,10.77,1178
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,5-10 YEARS,3,11455,33.06,3732,10.77,1450
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,11-50 YEARS,3,8228,23.75,3732,10.77,760
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,OVER 50 YEARS,3,2193,6.33,3732,10.77,116
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,UNDER CONSTRUCTION,4,1395,4.03,1441,4.16,138
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,LESS THAN 5 YEARS,4,11374,32.83,1441,4.16,447
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,5-10 YEARS,4,11455,33.06,1441,4.16,508
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,11-50 YEARS,4,8228,23.75,1441,4.16,281
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,OVER 50 YEARS,4,2193,6.33,1441,4.16,67
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,UNDER CONSTRUCTION,5,1395,4.03,373,1.08,15
