province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,TOTAL,3387,487847,251564,236282,1,106.47,144.04,19.74,7.31,245894,3.66
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,RURAL,NA,391531,202403,189127,1,107.02,NA,NA,7.28,207463,3.39
BALOCHISTAN,117,NASIRABAD DISTRICT,NASIRABAD DISTRICT,URBAN,NA,96316,49161,47155,NA,104.25,NA,NA,7.42,38431,4.95
BALOCHISTAN,117,NASIRABAD DISTRICT,BABA KOT TEHSIL,TOTAL,967,49480,25844,23636,NA,109.34,51.17,NA,6.69,19531,5
BALOCHISTAN,117,NASIRABAD DISTRICT,BABA KOT TEHSIL,RURAL,NA,49480,25844,23636,NA,109.34,NA,NA,6.69,19531,5
BALOCHISTAN,117,NASIRABAD DISTRICT,BABA KOT TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,117,NASIRABAD DISTRICT,CHATTAR SUB-TEHSIL,TOTAL,961,76536,39811,36725,NA,108.4,79.64,NA,7.91,50446,2.21
BALOCHISTAN,117,NASIRABAD DISTRICT,CHATTAR SUB-TEHSIL,RURAL,NA,76536,39811,36725,NA,108.4,NA,NA,7.91,50446,2.21
BALOCHISTAN,117,NASIRABAD DISTRICT,CHATTAR SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,117,NASIRABAD DISTRICT,DERA MURAD JAMALI TEHSIL,TOTAL,776,230775,118203,112572,NA,105,297.39,41.74,7.33,104107,4.27
BALOCHISTAN,117,NASIRABAD DISTRICT,DERA MURAD JAMALI TEHSIL,RURAL,NA,134459,69042,65417,NA,105.54,NA,NA,7.26,65676,3.84
BALOCHISTAN,117,NASIRABAD DISTRICT,DERA MURAD JAMALI TEHSIL,URBAN,NA,96316,49161,47155,NA,104.25,NA,NA,7.42,38431,4.95
BALOCHISTAN,117,NASIRABAD DISTRICT,TAMBOO TEHSIL,TOTAL,683,131056,67706,63349,1,106.88,191.88,NA,7.2,71810,3.21
BALOCHISTAN,117,NASIRABAD DISTRICT,TAMBOO TEHSIL,RURAL,NA,131056,67706,63349,1,106.88,NA,NA,7.2,71810,3.21
BALOCHISTAN,117,NASIRABAD DISTRICT,TAMBOO TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
