province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,1,2926,3.23,13297,14.66,340
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,1,6512,7.18,13297,14.66,1063
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,1,19851,21.89,13297,14.66,2680
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,1,50232,55.39,13297,14.66,7137
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,1,11171,12.32,13297,14.66,2077
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,2,2926,3.23,29478,32.5,896
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,2,6512,7.18,29478,32.5,1780
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,2,19851,21.89,29478,32.5,6132
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,2,50232,55.39,29478,32.5,17241
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,2,11171,12.32,29478,32.5,3429
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,3,2926,3.23,15738,17.35,448
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,3,6512,7.18,15738,17.35,1248
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,3,19851,21.89,15738,17.35,3572
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,3,50232,55.39,15738,17.35,8656
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,3,11171,12.32,15738,17.35,1814
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,4,2926,3.23,11086,12.22,353
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,4,6512,7.18,11086,12.22,895
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,4,19851,21.89,11086,12.22,2625
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,4,50232,55.39,11086,12.22,5794
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,4,11171,12.32,11086,12.22,1419
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,5,2926,3.23,4978,5.49,154
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,5,6512,7.18,4978,5.49,362
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,5,19851,21.89,4978,5.49,1119
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,5,50232,55.39,4978,5.49,2684
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,5,11171,12.32,4978,5.49,659
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,6,2926,3.23,4441,4.9,196
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,6,6512,7.18,4441,4.9,323
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,6,19851,21.89,4441,4.9,1108
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,6,50232,55.39,4441,4.9,2289
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,6,11171,12.32,4441,4.9,525
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,7,2926,3.23,3242,3.57,94
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,7,6512,7.18,3242,3.57,316
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,7,19851,21.89,3242,3.57,715
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,7,50232,55.39,3242,3.57,1683
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,OVER 50 YEARS,7,11171,12.32,3242,3.57,434
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,UNDER CONSTRUCTION,8,2926,3.23,1921,2.12,83
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,LESS THAN 5 YEARS,8,6512,7.18,1921,2.12,160
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5-10 YEARS,8,19851,21.89,1921,2.12,431
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,11-50 YEARS,8,50232,55.39,1921,2.12,1077
