province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,1 PERSON,1,1041,1.08,2.47,14213,14.7,4.71,452
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,2 PERSONS,1,9455,9.78,2.34,14213,14.7,4.71,3576
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,3 PERSONS,1,7360,7.61,2.59,14213,14.7,4.71,2112
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,4 PERSONS,1,8555,8.85,2.76,14213,14.7,4.71,1932
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,5 PERSONS,1,9032,9.34,2.95,14213,14.7,4.71,1646
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,6 PERSONS,1,9164,9.48,3.11,14213,14.7,4.71,1302
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,7 PERSONS,1,8958,9.27,3.31,14213,14.7,4.71,963
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,8 PERSONS,1,8522,8.82,3.49,14213,14.7,4.71,729
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,9 PERSONS,1,7822,8.09,3.78,14213,14.7,4.71,490
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,26755,27.68,4.54,14213,14.7,4.71,1011
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,1 PERSON,2,1041,1.08,2.47,31144,32.22,6.39,289
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,2 PERSONS,2,9455,9.78,2.34,31144,32.22,6.39,3540
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,3 PERSONS,2,7360,7.61,2.59,31144,32.22,6.39,2971
