province_name,district_code,district_name,area_name,area_type,information_source,count
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,91448
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,RADIO,45359
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,TV,15478
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,NEWSPAPER,11734
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,MOBILE,7401
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,TOTAL,COMPUTER/INTERNET,84603
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,72959
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,RADIO,36062
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,TV,9274
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,NEWSPAPER,8088
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,MOBILE,6355
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,RURAL,COMPUTER/INTERNET,66517
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,18489
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,RADIO,9297
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,TV,6204
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,NEWSPAPER,3646
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,MOBILE,1046
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH DISTRICT,URBAN,COMPUTER/INTERNET,18086
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,48495
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,RADIO,24362
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,TV,10338
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,NEWSPAPER,5764
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,MOBILE,2015
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,TOTAL,COMPUTER/INTERNET,47196
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,33484
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,RADIO,16476
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,TV,4645
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,NEWSPAPER,2719
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,MOBILE,1015
BALOCHISTAN,120,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,RURAL,COMPUTER/INTERNET,32500
