province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
SINDH,101,SANGHAR DISTRICT,NA,NA,NA,YES,SANGHAR DISTRICT,99609,73078,10695,15836,87837,90895,64061,82998,86609,87137,5.66
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,NA,NA,YES,JAM NAWAZ ALI TALUKA,4961,2764,453,1744,3765,4384,2314,3981,3876,3614,5.46
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,NA,YES,BERANI TC,3472,2088,301,1083,2436,3122,1848,2554,2585,2573,5.39
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,CHARGE NO 04,YES,CHARGE NO 04,3472,2088,301,1083,2436,3122,1848,2554,2585,2573,5.39
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,CHARGE NO 04,NO,CIRCLE NO 01,940,802,31,107,512,907,736,933,925,930,5.39
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,CHARGE NO 04,NO,CIRCLE NO 02,1320,948,222,150,1217,1127,1026,1238,1279,1231,5.31
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,CHARGE NO 04,NO,CIRCLE NO 03,1212,338,48,826,707,1088,86,383,381,412,5.49
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,JAM NAWAZ ALI TC,NA,YES,JAM NAWAZ ALI TC,1489,676,152,661,1329,1262,466,1427,1291,1041,5.63
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,JAM NAWAZ ALI TC,CHARGE NO 03,YES,CHARGE NO 03,1489,676,152,661,1329,1262,466,1427,1291,1041,5.63
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,JAM NAWAZ ALI TC,CHARGE NO 03,NO,CIRCLE NO 01,651,394,61,196,509,508,221,613,468,457,5.69
