province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,101,SANGHAR DISTRICT,TANDO ADAM TALUKA,TANDO ADAM MC,"100,000 - 199,999",104907,1.97,6.03,ALL SEXES,152025
SINDH,101,SANGHAR DISTRICT,TANDO ADAM TALUKA,TANDO ADAM MC,"100,000 - 199,999",104907,1.97,6.03,MALE,78244
SINDH,101,SANGHAR DISTRICT,TANDO ADAM TALUKA,TANDO ADAM MC,"100,000 - 199,999",104907,1.97,6.03,FEMALE,73762
SINDH,101,SANGHAR DISTRICT,TANDO ADAM TALUKA,TANDO ADAM MC,"100,000 - 199,999",104907,1.97,6.03,TRANSGENDER,19
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHDADPUR MC,"50,000 - 99,999",62655,2.47,5.81,ALL SEXES,99667
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHDADPUR MC,"50,000 - 99,999",62655,2.47,5.81,MALE,51036
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHDADPUR MC,"50,000 - 99,999",62655,2.47,5.81,FEMALE,48614
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHDADPUR MC,"50,000 - 99,999",62655,2.47,5.81,TRANSGENDER,17
SINDH,101,SANGHAR DISTRICT,SANGHAR TALUKA,SANGHAR MC,"50,000 - 99,999",50696,2.09,5.39,ALL SEXES,75209
SINDH,101,SANGHAR DISTRICT,SANGHAR TALUKA,SANGHAR MC,"50,000 - 99,999",50696,2.09,5.39,MALE,38602
SINDH,101,SANGHAR DISTRICT,SANGHAR TALUKA,SANGHAR MC,"50,000 - 99,999",50696,2.09,5.39,FEMALE,36599
SINDH,101,SANGHAR DISTRICT,SANGHAR TALUKA,SANGHAR MC,"50,000 - 99,999",50696,2.09,5.39,TRANSGENDER,8
SINDH,101,SANGHAR DISTRICT,KHIPRO TALUKA,KHIPRO TC,"50,000 - 99,999",25580,3.69,5.62,ALL SEXES,50996
SINDH,101,SANGHAR DISTRICT,KHIPRO TALUKA,KHIPRO TC,"50,000 - 99,999",25580,3.69,5.62,MALE,26340
SINDH,101,SANGHAR DISTRICT,KHIPRO TALUKA,KHIPRO TC,"50,000 - 99,999",25580,3.69,5.62,FEMALE,24644
SINDH,101,SANGHAR DISTRICT,KHIPRO TALUKA,KHIPRO TC,"50,000 - 99,999",25580,3.69,5.62,TRANSGENDER,12
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,JATIA TC,"25,000 - 49,999",NA,NA,5.7,ALL SEXES,39777
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,JATIA TC,"25,000 - 49,999",NA,NA,5.7,MALE,20552
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,JATIA TC,"25,000 - 49,999",NA,NA,5.7,FEMALE,19220
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,JATIA TC,"25,000 - 49,999",NA,NA,5.7,TRANSGENDER,5
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHPUR CHAKAR TC,"25,000 - 49,999",18361,3.28,5.3,ALL SEXES,33941
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHPUR CHAKAR TC,"25,000 - 49,999",18361,3.28,5.3,MALE,17424
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHPUR CHAKAR TC,"25,000 - 49,999",18361,3.28,5.3,FEMALE,16504
SINDH,101,SANGHAR DISTRICT,SHAHDADPUR TALUKA,SHAHPUR CHAKAR TC,"25,000 - 49,999",18361,3.28,5.3,TRANSGENDER,13
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,JHOL TC,"10,000 - 24,999",13738,2.45,5.4,ALL SEXES,21792
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,JHOL TC,"10,000 - 24,999",13738,2.45,5.4,MALE,11321
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,JHOL TC,"10,000 - 24,999",13738,2.45,5.4,FEMALE,10466
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,JHOL TC,"10,000 - 24,999",13738,2.45,5.4,TRANSGENDER,5
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,SINJHORO MC,"10,000 - 24,999",14055,1.78,5.78,ALL SEXES,19682
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,SINJHORO MC,"10,000 - 24,999",14055,1.78,5.78,MALE,10023
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,SINJHORO MC,"10,000 - 24,999",14055,1.78,5.78,FEMALE,9656
SINDH,101,SANGHAR DISTRICT,SINJHORO TALUKA,SINJHORO MC,"10,000 - 24,999",14055,1.78,5.78,TRANSGENDER,3
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,"10,000 - 24,999",8352,4.35,5.39,ALL SEXES,18788
SINDH,101,SANGHAR DISTRICT,JAM NAWAZ ALI TALUKA,BERANI TC,"10,000 - 24,999",8352,4.35,5.39,MALE,9807
