province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_00_04,age_below_1,age_01,age_02,age_03,age_04,group_05_09,age_05,age_06,age_07,age_08,age_09,group_10_14,age_10,age_11,age_12,age_13,age_14,group_15_19,age_15,age_16,age_17,age_18,age_19,group_20_24,age_20,age_21,age_22,age_23,age_24,group_25_29,age_25,age_26,age_27,age_28,age_29,group_30_34,age_30,age_31,age_32,age_33,age_34,group_35_39,age_35,age_36,age_37,age_38,age_39,group_40_44,age_40,age_41,age_42,age_43,age_44,group_45_49,age_45,age_46,age_47,age_48,age_49,group_50_54,age_50,age_51,age_52,age_53,age_54,group_55_59,age_55,age_56,age_57,age_58,age_59,group_60_64,age_60,age_61,age_62,age_63,age_64,group_65_69,age_65,age_66,age_67,age_68,age_69,group_70_74,age_70,age_71,age_72,age_73,age_74,group_75_and_up
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,ALL SEXES,1090987,200587,30685,36721,44064,42255,46862,208163,41145,44794,39417,45065,37742,155204,39489,30649,31941,26605,26520,100974,23843,21305,17063,21063,17700,88207,21307,16948,16584,17824,15544,81273,18303,15973,17488,14750,14759,58607,13713,12559,11282,11758,9295,44350,9603,7867,9290,9122,8468,37903,9423,7669,7101,7315,6395,29012,6550,5260,6038,5786,5378,25128,6677,4778,4628,4748,4297,18875,4662,3333,4178,3528,3174,15234,3981,2724,3036,2856,2637,11148,2664,2071,2737,1928,1748,7193,1994,1351,1469,1235,1144,9129
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,556036,103139,15868,18896,22498,21860,24017,109682,21301,23414,20985,23761,20221,82449,20769,16624,16967,14301,13788,52532,12209,10788,8200,11362,9973,42723,10255,8403,8416,8235,7414,40159,9268,8333,8652,6856,7050,28939,6802,6378,5610,5712,4437,21525,4924,3836,4607,4049,4109,18012,4464,3855,3426,3328,2939,14129,3139,2750,2958,2645,2637,12187,3092,2373,2291,2308,2123,9430,2230,1739,2185,1606,1670,7459,1839,1346,1481,1430,1363,5630,1234,1034,1439,932,991,3663,955,652,800,649,607,4378
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,FEMALE,534895,97448,14817,17825,21566,20395,22845,98481,19844,21380,18432,21304,17521,72755,18720,14025,14974,12304,12732,48424,11629,10516,8860,9695,7724,45474,11051,8544,8166,9587,8126,41110,9034,7639,8835,7893,7709,29666,6910,6181,5671,6046,4858,22822,4679,4030,4681,5073,4359,19886,4955,3814,3675,3986,3456,14878,3407,2510,3080,3141,2740,12939,3583,2405,2337,2440,2174,9445,2432,1594,1993,1922,1504,7773,2140,1378,1555,1426,1274,5516,1429,1036,1298,996,757,3529,1038,699,669,586,537,4749
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,TRANSGENDER,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,3,6,3,10,1,1,2,2,4,4,1,1,1,1,0,2,1,0,1,0,0,3,0,1,2,0,0,5,4,0,0,1,0,5,4,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,2
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,ALL SEXES,1090987,200587,30685,36721,44064,42255,46862,208163,41145,44794,39417,45065,37742,155204,39489,30649,31941,26605,26520,100974,23843,21305,17063,21063,17700,88207,21307,16948,16584,17824,15544,81273,18303,15973,17488,14750,14759,58607,13713,12559,11282,11758,9295,44350,9603,7867,9290,9122,8468,37903,9423,7669,7101,7315,6395,29012,6550,5260,6038,5786,5378,25128,6677,4778,4628,4748,4297,18875,4662,3333,4178,3528,3174,15234,3981,2724,3036,2856,2637,11148,2664,2071,2737,1928,1748,7193,1994,1351,1469,1235,1144,9129
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,MALE,556036,103139,15868,18896,22498,21860,24017,109682,21301,23414,20985,23761,20221,82449,20769,16624,16967,14301,13788,52532,12209,10788,8200,11362,9973,42723,10255,8403,8416,8235,7414,40159,9268,8333,8652,6856,7050,28939,6802,6378,5610,5712,4437,21525,4924,3836,4607,4049,4109,18012,4464,3855,3426,3328,2939,14129,3139,2750,2958,2645,2637,12187,3092,2373,2291,2308,2123,9430,2230,1739,2185,1606,1670,7459,1839,1346,1481,1430,1363,5630,1234,1034,1439,932,991,3663,955,652,800,649,607,4378
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,FEMALE,534895,97448,14817,17825,21566,20395,22845,98481,19844,21380,18432,21304,17521,72755,18720,14025,14974,12304,12732,48424,11629,10516,8860,9695,7724,45474,11051,8544,8166,9587,8126,41110,9034,7639,8835,7893,7709,29666,6910,6181,5671,6046,4858,22822,4679,4030,4681,5073,4359,19886,4955,3814,3675,3986,3456,14878,3407,2510,3080,3141,2740,12939,3583,2405,2337,2440,2174,9445,2432,1594,1993,1922,1504,7773,2140,1378,1555,1426,1274,5516,1429,1036,1298,996,757,3529,1038,699,669,586,537,4749
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,TRANSGENDER,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,1,3,6,3,10,1,1,2,2,4,4,1,1,1,1,0,2,1,0,1,0,0,3,0,1,2,0,0,5,4,0,0,1,0,5,4,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,2
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,ALL SEXES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,MALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,FEMALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
