province_name,district_code,district_name,area_name,area_type,gender,count
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,BOTH SEXES,17550
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,MALE,15597
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,FEMALE,1953
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,BOTH SEXES,17550
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,MALE,15597
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,FEMALE,1953
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,TOTAL,BOTH SEXES,10
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,TOTAL,MALE,10
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,TOTAL,FEMALE,0
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,RURAL,BOTH SEXES,10
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,RURAL,MALE,10
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,RURAL,FEMALE,0
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,BAR CHAMER KAND TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,TOTAL,BOTH SEXES,1515
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,TOTAL,MALE,1431
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,TOTAL,FEMALE,84
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,RURAL,BOTH SEXES,1515
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,RURAL,MALE,1431
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,RURAL,FEMALE,84
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,BARANG TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,TOTAL,BOTH SEXES,3632
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,TOTAL,MALE,2876
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,TOTAL,FEMALE,756
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,RURAL,BOTH SEXES,3632
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,RURAL,MALE,2876
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,RURAL,FEMALE,756
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,KHAR BAJAUR TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,TOTAL,BOTH SEXES,2554
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,TOTAL,MALE,1763
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,TOTAL,FEMALE,791
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,RURAL,BOTH SEXES,2554
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,RURAL,MALE,1763
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,RURAL,FEMALE,791
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,MAMUND TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,TOTAL,BOTH SEXES,268
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,TOTAL,MALE,227
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,TOTAL,FEMALE,41
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,RURAL,BOTH SEXES,268
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,RURAL,MALE,227
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,RURAL,FEMALE,41
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,NAWAGAI TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,TOTAL,BOTH SEXES,6053
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,TOTAL,MALE,5849
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,TOTAL,FEMALE,204
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,RURAL,BOTH SEXES,6053
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,RURAL,MALE,5849
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,RURAL,FEMALE,204
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,URBAN,BOTH SEXES,0
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,URBAN,MALE,0
FATA,032,BAJAUR AGENCY,SALARZAI TEHSIL,URBAN,FEMALE,0
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,TOTAL,BOTH SEXES,3518
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,TOTAL,MALE,3441
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,TOTAL,FEMALE,77
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,RURAL,BOTH SEXES,3518
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,RURAL,MALE,3441
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,RURAL,FEMALE,77
FATA,032,BAJAUR AGENCY,UTMAN KHEL TEHSIL,URBAN,BOTH SEXES,0
