province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,1,104169,85.74,19153,15.77,16915
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,1,2567,2.11,19153,15.77,335
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,1,14751,12.14,19153,15.77,1903
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,2,104169,85.74,34022,28,28832
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,2,2567,2.11,34022,28,857
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,2,14751,12.14,34022,28,4333
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,3,104169,85.74,26709,21.99,22254
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,3,2567,2.11,26709,21.99,731
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,3,14751,12.14,26709,21.99,3724
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,4,104169,85.74,19415,15.98,16531
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,4,2567,2.11,19415,15.98,343
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,4,14751,12.14,19415,15.98,2541
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,5,104169,85.74,9396,7.73,8176
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,5,2567,2.11,9396,7.73,139
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,5,14751,12.14,9396,7.73,1081
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,6,104169,85.74,5842,4.81,5103
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,6,2567,2.11,5842,4.81,87
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,6,14751,12.14,5842,4.81,652
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,7,104169,85.74,2671,2.2,2358
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,7,2567,2.11,2671,2.2,40
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,7,14751,12.14,2671,2.2,273
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,8,104169,85.74,1688,1.39,1557
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,8,2567,2.11,1688,1.39,16
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,8,14751,12.14,1688,1.39,115
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,OWNED,9,104169,85.74,2591,2.13,2443
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENTED,9,2567,2.11,2591,2.13,19
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,TOTAL,RENT FREE,9,14751,12.14,2591,2.13,129
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,1,104169,85.74,19153,15.77,16915
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,1,2567,2.11,19153,15.77,335
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,1,14751,12.14,19153,15.77,1903
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,2,104169,85.74,34022,28,28832
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,2,2567,2.11,34022,28,857
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,2,14751,12.14,34022,28,4333
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,3,104169,85.74,26709,21.99,22254
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,3,2567,2.11,26709,21.99,731
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,3,14751,12.14,26709,21.99,3724
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,4,104169,85.74,19415,15.98,16531
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,4,2567,2.11,19415,15.98,343
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,4,14751,12.14,19415,15.98,2541
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,5,104169,85.74,9396,7.73,8176
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,5,2567,2.11,9396,7.73,139
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,5,14751,12.14,9396,7.73,1081
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,6,104169,85.74,5842,4.81,5103
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,6,2567,2.11,5842,4.81,87
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,6,14751,12.14,5842,4.81,652
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,7,104169,85.74,2671,2.2,2358
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,7,2567,2.11,2671,2.2,40
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,7,14751,12.14,2671,2.2,273
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,8,104169,85.74,1688,1.39,1557
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENTED,8,2567,2.11,1688,1.39,16
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,RENT FREE,8,14751,12.14,1688,1.39,115
FATA,032,BAJAUR AGENCY,BAJAUR AGENCY,RURAL,OWNED,9,104169,85.74,2591,2.13,2443
