province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,"1,455",ALL SEXES,3776779
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,"1,455",MALE,1936497
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,"1,455",FEMALE,1839911
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,"1,455",TRANSGENDER,371
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"5,000 AND ABOVE",241,ALL SEXES,1884696
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"5,000 AND ABOVE",241,MALE,966288
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"5,000 AND ABOVE",241,FEMALE,918222
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"5,000 AND ABOVE",241,TRANSGENDER,186
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"2,000 - 4,999",380,ALL SEXES,1283817
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"2,000 - 4,999",380,MALE,658376
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"2,000 - 4,999",380,FEMALE,625311
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"2,000 - 4,999",380,TRANSGENDER,130
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"1,000 - 1,999",297,ALL SEXES,430127
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"1,000 - 1,999",297,MALE,220168
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"1,000 - 1,999",297,FEMALE,209915
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,"1,000 - 1,999",297,TRANSGENDER,44
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,500 - 999,178,ALL SEXES,133495
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,500 - 999,178,MALE,68446
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,500 - 999,178,FEMALE,65042
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,500 - 999,178,TRANSGENDER,7
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,200 - 499,107,ALL SEXES,37595
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,200 - 499,107,MALE,19472
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,200 - 499,107,FEMALE,18119
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,200 - 499,107,TRANSGENDER,4
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,LESS THAN 200,97,ALL SEXES,7049
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,LESS THAN 200,97,MALE,3747
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,LESS THAN 200,97,FEMALE,3302
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,LESS THAN 200,97,TRANSGENDER,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,UN-INHABITED,155,ALL SEXES,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,UN-INHABITED,155,MALE,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,UN-INHABITED,155,FEMALE,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,UN-INHABITED,155,TRANSGENDER,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,TOTAL,258,ALL SEXES,749218
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,TOTAL,258,MALE,382228
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,TOTAL,258,FEMALE,366927
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,TOTAL,258,TRANSGENDER,63
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"5,000 AND ABOVE",52,ALL SEXES,372308
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"5,000 AND ABOVE",52,MALE,189883
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"5,000 AND ABOVE",52,FEMALE,182384
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"5,000 AND ABOVE",52,TRANSGENDER,41
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"2,000 - 4,999",72,ALL SEXES,248345
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"2,000 - 4,999",72,MALE,126797
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"2,000 - 4,999",72,FEMALE,121533
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"2,000 - 4,999",72,TRANSGENDER,15
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"1,000 - 1,999",65,ALL SEXES,92579
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"1,000 - 1,999",65,MALE,47188
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"1,000 - 1,999",65,FEMALE,45387
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,"1,000 - 1,999",65,TRANSGENDER,4
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,500 - 999,36,ALL SEXES,27290
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,500 - 999,36,MALE,13954
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,500 - 999,36,FEMALE,13334
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,500 - 999,36,TRANSGENDER,2
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,200 - 499,20,ALL SEXES,7069
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,200 - 499,20,MALE,3569
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,200 - 499,20,FEMALE,3499
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,200 - 499,20,TRANSGENDER,1
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,LESS THAN 200,13,ALL SEXES,1627
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,LESS THAN 200,13,MALE,837
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,LESS THAN 200,13,FEMALE,790
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,LESS THAN 200,13,TRANSGENDER,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,UN-INHABITED,-,ALL SEXES,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,UN-INHABITED,-,MALE,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,UN-INHABITED,-,FEMALE,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,UN-INHABITED,-,TRANSGENDER,0
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,TOTAL,574,ALL SEXES,982018
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,TOTAL,574,MALE,500742
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,TOTAL,574,FEMALE,481157
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,TOTAL,574,TRANSGENDER,119
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"5,000 AND ABOVE",61,ALL SEXES,515943
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"5,000 AND ABOVE",61,MALE,262435
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"5,000 AND ABOVE",61,FEMALE,253466
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"5,000 AND ABOVE",61,TRANSGENDER,42
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"2,000 - 4,999",79,ALL SEXES,266012
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"2,000 - 4,999",79,MALE,135819
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"2,000 - 4,999",79,FEMALE,130128
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"2,000 - 4,999",79,TRANSGENDER,65
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"1,000 - 1,999",86,ALL SEXES,125149
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"1,000 - 1,999",86,MALE,63885
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"1,000 - 1,999",86,FEMALE,61259
PUNJAB,066,RAHIM YAR KHAN DISTRICT,LIAQUATPUR TEHSIL,"1,000 - 1,999",86,TRANSGENDER,5
