province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,INSIDE WATER,TAP,207525,33.51,5478
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,INSIDE WATER,ELECTRIC/HAND PUMP,329631,53.22,3725
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,INSIDE WATER,PROTECTED WELL,838,0.14,26
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,INSIDE WATER,UN-PROTECTED WELL,1274,0.21,28
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,INSIDE WATER,OTHERS,21350,3.45,263
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,TAP,17541,2.83,250
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,ELECTRIC/HAND PUMP,18242,2.95,178
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,PROTECTED WELL,95,0.02,1
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,UN-PROTECTED WELL,171,0.03,2
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,SPRING,65,0.01,2
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,CANAL/RIVER/POND,1963,0.32,27
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,OUTSIDE WATER,OTHERS,20628,3.33,354
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,COOKING FUEL,WOOD,493132,79.62,8597
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,COOKING FUEL,GAS,117810,19.02,1483
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,COOKING FUEL,KEROSENE OIL,788,0.13,24
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,COOKING FUEL,OTHERS,7593,1.23,230
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,LIGHTING SOURCE,ELECTRICITY,563778,91.03,9394
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,LIGHTING SOURCE,KEROSENE OIL,18102,2.92,324
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,LIGHTING SOURCE,GAS LAMP,628,0.1,15
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,10334,1.67,LIGHTING SOURCE,OTHERS,36815,5.94,601
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,110253,17.8,INSIDE WATER,TAP,207525,33.51,38701
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,110253,17.8,INSIDE WATER,ELECTRIC/HAND PUMP,329631,53.22,56695
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,110253,17.8,INSIDE WATER,PROTECTED WELL,838,0.14,184
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,110253,17.8,INSIDE WATER,UN-PROTECTED WELL,1274,0.21,404
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,110253,17.8,INSIDE WATER,OTHERS,21350,3.45,3560
