province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,TOTAL INSIDE,627780,89.66,560618
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,TAP,231057,33,207525
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,ELECTRIC/HAND PUMP,366561,52.35,329631
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,PROTECTED WELL,998,0.14,838
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,UN-PROTECTED WELL,1567,0.22,1274
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,INSIDE WATER,OTHERS,27597,3.94,21350
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,TOTAL OUTSIDE,72403,10.34,58705
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,TAP,21360,3.05,17541
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,ELECTRIC/HAND PUMP,22619,3.23,18242
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,PROTECTED WELL,155,0.02,95
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,UN-PROTECTED WELL,208,0.03,171
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,SPRING,99,0.01,65
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,CANAL/RIVER/POND,2519,0.36,1963
PUNJAB,066,RAHIM YAR KHAN DISTRICT,RAHIM YAR KHAN DISTRICT,TOTAL,OWNED,619323,88.45,OUTSIDE WATER,OTHERS,25443,3.63,20628
