province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
PUNJAB,066,RAHIM YAR KHAN DISTRICT,NA,NA,NA,YES,RAHIM YAR KHAN DISTRICT,NA,3776779,1936497,1839911,371,39.24,49.14,28.91,25.88,333552,188623,41,131395,66011,18,24640,15545,5,3629995,146784,2597831,1891878,217144,713417,1466029,1945730
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,NA,NA,YES,KHANPUR TEHSIL,NA,749218,382228,366927,63,41.88,51.11,32.41,33.33,69380,43092,8,27290,14766,3,5272,3330,3,725548,23670,524735,382867,46478,145933,294916,371641
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,NA,YES,BAGH-O-BAHAR QH,NA,106440,54056,52376,8,46.92,55.62,38.15,12.5,11674,7971,0,4234,2693,1,675,604,0,99302,7138,74793,54240,6512,25605,44637,51128
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,YES,CHAK NO.031/P PC,NA,8136,4154,3981,1,59.02,69.57,48.2,0,1073,733,0,363,261,0,52,74,0,7149,987,5751,4064,457,1776,3307,5154
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 026/P.,0000180,228,114,114,0,56.25,62.2,50,0,32,19,0,7,7,0,0,0,0,183,45,160,116,6,3,79,191
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 027/P.,0000181,847,411,436,0,63.21,70.76,56.29,0,129,108,0,28,19,0,1,2,0,661,186,579,418,51,29,377,733
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 031/P.,0000185,440,225,215,0,70.27,75.74,64.63,0,57,39,0,34,28,0,5,11,0,417,23,333,251,30,161,207,531
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 033/P.,0000187,4806,2513,2293,0,63.27,76.03,49.63,0,691,444,0,210,143,0,32,43,0,4328,478,3390,2375,256,1305,1955,2149
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 034/P.,0000188,1504,727,776,1,47.13,54.67,40.39,0,149,117,0,73,63,0,14,18,0,1273,231,1082,757,99,208,574,866
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,CHAK NO.031/P PC,NO,CHAK NO 041/P.,0000193,311,164,147,0,23.67,32.2,12.36,0,15,6,0,11,1,0,0,0,0,287,24,207,147,15,70,115,684
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR IZAFI PC,YES,DUNYA PUR IZAFI PC,NA,6239,3190,3049,0,50.96,58.41,43.31,0,859,612,0,227,158,0,35,45,0,5730,509,4437,3196,417,1562,2644,4619
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR IZAFI PC,NO,AHMEDABAD,0000072,2719,1396,1323,0,40.39,47.27,33.37,0,316,217,0,40,20,0,5,3,0,2704,15,1956,1374,176,662,1234,1776
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR IZAFI PC,NO,CHAK NO 066/P.,0000207,2243,1148,1095,0,61.05,69.26,52.64,0,345,257,0,116,80,0,24,35,0,1918,325,1574,1139,147,545,875,1741
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR IZAFI PC,NO,CHAK NO 070/P.,0000211,1144,584,560,0,56.83,63.37,50,0,179,134,0,66,50,0,6,7,0,1009,135,813,617,86,288,492,747
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR IZAFI PC,NO,CHAK NOOR WAH,0000071,133,62,71,0,51.06,64.58,36.96,0,19,4,0,5,8,0,0,0,0,99,34,94,66,8,67,43,355
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,YES,DUNYA PUR PC,NA,8787,4445,4342,0,45.71,54.11,37.37,0,820,593,0,339,208,0,60,53,0,8115,672,6084,4321,552,2256,3395,4297
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,CHAK NO 067/P.,0000208,264,130,134,0,62.9,73.63,52.63,0,23,23,0,27,13,0,9,11,0,203,61,186,132,17,51,101,299
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,CHAK NO 068/P.,0000209,1176,604,572,0,43.32,52.45,34,0,91,62,0,54,24,0,7,4,0,1059,117,808,570,74,300,408,366
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,CHAK NO 069/P.,0000210,2027,1039,988,0,48.67,53.84,43.5,0,233,175,0,88,83,0,17,20,0,1953,74,1432,998,115,590,855,1261
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,CHAK NO 071/P.,0000212,805,395,410,0,41.98,50.18,34.04,0,67,49,0,15,14,0,1,3,0,610,195,555,383,47,40,271,499
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,CHAK NO 072/P.,0000213,887,442,445,0,60.66,66.25,55.39,0,89,91,0,47,29,0,3,5,0,880,7,666,466,64,245,321,673
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,DUNYA PUR PC,NO,DUNYA PUR,0000070,3628,1835,1793,0,40.21,51.03,29.39,0,317,193,0,108,45,0,23,10,0,3410,218,2437,1772,235,1030,1439,1199
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,JHOL PC,YES,JHOL PC,NA,6076,3158,2917,1,47.95,56.15,39.37,0,722,509,0,288,187,0,24,28,0,5132,944,4242,3119,365,1169,2439,3808
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,JHOL PC,NO,CHAK NO 032/P.,0000186,86,45,41,0,37.7,39.39,35.71,0,6,6,0,4,3,0,0,1,0,86,0,61,42,3,0,27,416
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,JHOL PC,NO,CHAK NO 035/P.,0000189,2011,1038,972,1,38.53,46.92,29.76,0,254,144,0,51,38,0,3,4,0,1576,435,1360,977,120,584,689,1186
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,JHOL PC,NO,CHAK NO 036/P.,0000190,1966,1027,939,0,46.94,52.81,40.76,0,232,177,0,87,53,0,14,10,0,1499,467,1355,1016,131,564,850,919
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,JHOL PC,NO,JHOL,0000078,2013,1048,965,0,58.05,68.63,47.08,0,230,182,0,146,93,0,7,13,0,1971,42,1466,1084,111,21,873,1287
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,LATKI PC,YES,LATKI PC,NA,7852,3942,3909,1,45.62,55.81,35.61,0,844,552,0,316,166,0,35,14,0,7516,336,5530,4013,505,2168,3160,5128
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,LATKI PC,NO,CHAK NO 029/P.,0000183,582,295,287,0,53.99,58.05,50.23,0,82,71,0,22,22,0,2,2,0,558,24,426,318,29,163,261,344
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,LATKI PC,NO,CHAK NO 030/P.,0000184,2458,1241,1216,1,47.41,60.8,33.46,0,275,135,0,68,48,0,4,0,0,2282,176,1658,1176,160,689,866,1734
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,LATKI PC,NO,CHAK NO 065/P.,0000206,1275,660,615,0,56.32,62.44,50.22,0,175,146,0,68,47,0,2,2,0,1212,63,902,671,81,397,505,1296
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,LATKI PC,NO,LATKI,0000079,3537,1746,1791,0,39.27,49.64,29.39,0,312,200,0,158,49,0,27,10,0,3464,73,2544,1848,235,919,1528,1754
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MAD ILYAS PC,YES,MAD ILYAS PC,NA,8422,4229,4192,1,48.79,61.17,36.49,0,1030,629,0,292,155,0,71,52,0,8008,414,5917,4378,557,3093,3549,4040
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MAD ILYAS PC,NO,CHAK NO 028/P.,0000182,1033,530,503,0,69.35,75.19,63.11,0,166,124,0,78,64,0,11,23,0,977,56,757,576,83,269,487,313
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MAD ILYAS PC,NO,MAD ILYAS,0000061,3495,1744,1750,1,44.38,56.89,31.89,0,438,237,0,70,43,0,17,12,0,3394,101,2409,1745,239,1273,1421,1848
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MAD ILYAS PC,NO,NOOR WAH,0000080,3894,1955,1939,0,47,60.91,33.48,0,426,268,0,144,48,0,43,17,0,3637,257,2751,2057,235,1551,1641,1879
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MARI ALLAH BACHAYA PC,YES,MARI ALLAH BACHAYA PC,NA,10301,5222,5079,0,52.88,60.48,45.32,0,1240,935,0,477,385,0,92,74,0,10025,276,7375,5428,678,1972,4380,4568
PUNJAB,066,RAHIM YAR KHAN DISTRICT,KHANPUR TEHSIL,BAGH-O-BAHAR QH,MARI ALLAH BACHAYA PC,NO,HASSU WALA,0000077,5313,2701,2612,0,61.21,69.17,53.14,0,770,572,0,287,238,0,47,37,0,5206,107,3885,2866,334,835,2365,2439
