province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,1 PERSON,1,257,1.42,1.68,3128,17.28,4.55,146
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,2 PERSONS,1,1566,8.65,1.83,3128,17.28,4.55,618
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,3 PERSONS,1,1847,10.2,2.07,3128,17.28,4.55,530
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,4 PERSONS,1,2232,12.33,2.22,3128,17.28,4.55,504
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,5 PERSONS,1,2267,12.52,2.41,3128,17.28,4.55,390
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,6 PERSONS,1,2204,12.17,2.52,3128,17.28,4.55,317
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,7 PERSONS,1,2042,11.28,2.76,3128,17.28,4.55,210
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,8 PERSONS,1,1574,8.69,2.89,3128,17.28,4.55,171
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,9 PERSONS,1,1184,6.54,3.07,3128,17.28,4.55,105
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,2933,16.2,4.43,3128,17.28,4.55,137
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,1 PERSON,2,257,1.42,1.68,7221,39.88,5.55,76
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,2 PERSONS,2,1566,8.65,1.83,7221,39.88,5.55,714
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,3 PERSONS,2,1847,10.2,2.07,7221,39.88,5.55,901
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,4 PERSONS,2,2232,12.33,2.22,7221,39.88,5.55,1107
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,5 PERSONS,2,2267,12.52,2.41,7221,39.88,5.55,1064
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,6 PERSONS,2,2204,12.17,2.52,7221,39.88,5.55,1016
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,7 PERSONS,2,2042,11.28,2.76,7221,39.88,5.55,865
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,8 PERSONS,2,1574,8.69,2.89,7221,39.88,5.55,551
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,9 PERSONS,2,1184,6.54,3.07,7221,39.88,5.55,408
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,2933,16.2,4.43,7221,39.88,5.55,519
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,1 PERSON,3,257,1.42,1.68,3674,20.29,6.71,19
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,2 PERSONS,3,1566,8.65,1.83,3674,20.29,6.71,157
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,3 PERSONS,3,1847,10.2,2.07,3674,20.29,6.71,275
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,4 PERSONS,3,2232,12.33,2.22,3674,20.29,6.71,394
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,5 PERSONS,3,2267,12.52,2.41,3674,20.29,6.71,508
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,6 PERSONS,3,2204,12.17,2.52,3674,20.29,6.71,502
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,7 PERSONS,3,2042,11.28,2.76,3674,20.29,6.71,515
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,8 PERSONS,3,1574,8.69,2.89,3674,20.29,6.71,433
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,9 PERSONS,3,1184,6.54,3.07,3674,20.29,6.71,307
BALOCHISTAN,104,AWARAN DISTRICT,AWARAN DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,2933,16.2,4.43,3674,20.29,6.71,564
