province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,WALL,BAKED BRICKS/BLOCKS/STONES,489559,94.84,419796
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,WALL,UNBAKED BRICKS/MUD,16778,3.25,13287
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,WALL,WOOD/BAMBOO,3378,0.65,2653
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,WALL,OTHERS,6480,1.26,5096
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,ROOF,RCC/RBC,225526,43.69,187018
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,ROOF,CEMENT/IRON SHEETS,31447,6.09,25737
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,ROOF,GARDER/T.IRON,146861,28.45,132271
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,ROOF,WOOD/BAMBOO,103680,20.09,88816
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,440832,85.4,ROOF,OTHERS,8681,1.68,6990
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,WALL,BAKED BRICKS/BLOCKS/STONES,489559,94.84,50225
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,WALL,UNBAKED BRICKS/MUD,16778,3.25,1070
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,WALL,WOOD/BAMBOO,3378,0.65,307
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,WALL,OTHERS,6480,1.26,662
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,ROOF,RCC/RBC,225526,43.69,30200
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,ROOF,CEMENT/IRON SHEETS,31447,6.09,4223
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,52264,10.12,ROOF,GARDER/T.IRON,146861,28.45,9697
