province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,056,SHEIKHUPURA DISTRICT,NA,NA,NA,YES,SHEIKHUPURA DISTRICT,182675,158089,20944,3642,171587,179793,143713,152656,179236,181122,6.5
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,NA,NA,YES,FEROZEWALA TEHSIL,42477,37367,4065,1045,39037,41408,27399,34774,41568,41941,6.63
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,NA,YES,FEROZEWALA MC,21188,18513,2074,601,20317,20530,13091,18924,20796,21051,6.6
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,YES,CHARGE NO 07,5809,5575,146,88,5362,5778,5261,5420,5743,5785,6.46
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,NO,CIRCLE NO 01,631,590,6,35,460,629,548,628,602,630,5.93
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,NO,CIRCLE NO 02,2439,2351,56,32,2255,2420,2220,2256,2422,2428,6.18
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,NO,CIRCLE NO 03,766,730,32,4,721,763,742,675,762,760,7.1
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,NO,CIRCLE NO 04,637,621,9,7,618,635,600,635,630,635,6.71
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 07,NO,CIRCLE NO 05,1336,1283,43,10,1308,1331,1151,1226,1327,1332,6.72
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 08,YES,CHARGE NO 08,15379,12938,1928,513,14955,14752,7830,13504,15053,15266,6.65
PUNJAB,056,SHEIKHUPURA DISTRICT,FEROZEWALA TEHSIL,FEROZEWALA MC,CHARGE NO 08,NO,CIRCLE NO 01,3577,3192,311,74,3520,3548,2586,3220,3519,3556,6.16
