province_name,district_code,district_name,area_name,area_type,gender,religious_affiliation,count
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,TOTAL,3460004
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,MUSLIM,3325148
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,CHRISTIAN,130405
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,HINDU,99
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,AHMADI,3656
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,SCHEDULED CASTES,224
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,ALL SEXES,OTHERS,472
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,TOTAL,1786383
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,MUSLIM,1716270
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,CHRISTIAN,67692
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,HINDU,51
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,AHMADI,1819
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,SCHEDULED CASTES,145
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,MALE,OTHERS,406
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,TOTAL,1673242
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,MUSLIM,1608515
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,CHRISTIAN,62697
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,HINDU,48
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,AHMADI,1837
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,SCHEDULED CASTES,79
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,OTHERS,66
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,TOTAL,379
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,MUSLIM,363
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,CHRISTIAN,16
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,HINDU,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,AHMADI,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,SCHEDULED CASTES,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,TRANSGENDER,OTHERS,0
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,ALL SEXES,TOTAL,2258491
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,ALL SEXES,MUSLIM,2162814
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,ALL SEXES,CHRISTIAN,93203
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,ALL SEXES,HINDU,15
