province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,1,440832,85.4,124519,24.12,96289
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,1,52264,10.12,124519,24.12,18063
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,1,23099,4.47,124519,24.12,10167
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,2,440832,85.4,179624,34.8,149815
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,2,52264,10.12,179624,34.8,21494
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,2,23099,4.47,179624,34.8,8315
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,3,440832,85.4,106558,20.64,95393
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,3,52264,10.12,106558,20.64,8345
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,3,23099,4.47,106558,20.64,2820
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,4,440832,85.4,56969,11.04,53065
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,4,52264,10.12,56969,11.04,2847
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,4,23099,4.47,56969,11.04,1057
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,5,440832,85.4,22170,4.29,21134
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,5,52264,10.12,22170,4.29,743
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,5,23099,4.47,22170,4.29,293
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,6,440832,85.4,12973,2.51,12447
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,6,52264,10.12,12973,2.51,339
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,6,23099,4.47,12973,2.51,187
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,7,440832,85.4,5791,1.12,5448
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,7,52264,10.12,5791,1.12,241
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,7,23099,4.47,5791,1.12,102
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,8,440832,85.4,3584,0.69,3466
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,8,52264,10.12,3584,0.69,69
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,8,23099,4.47,3584,0.69,49
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,OWNED,9,440832,85.4,4007,0.78,3775
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENTED,9,52264,10.12,4007,0.78,123
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,TOTAL,RENT FREE,9,23099,4.47,4007,0.78,109
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,OWNED,1,293133,87.89,85359,25.59,68198
PUNJAB,056,SHEIKHUPURA DISTRICT,SHEIKHUPURA DISTRICT,RURAL,RENTED,1,22813,6.84,85359,25.59,9175
