province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,NA,NA,NA,YES,BANNU DISTRICT,NA,1117123,564997,552103,23,45.99,66.95,25.32,17.39,107960,41430,1,79786,19823,2,27965,8693,0,1116521,602,738281,523274,54595,141512,437418,287602
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,NA,NA,YES,BANNU TEHSIL,NA,908155,457808,450324,23,45.77,65.61,26.36,17.39,88470,36322,1,61682,16514,2,20860,7591,0,907660,495,598345,426506,43287,121135,357019,189461
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,NA,YES,BANNU SADDAR QH,NA,223690,113632,110039,19,58.93,75.32,42.47,21.05,25578,15106,1,18974,7311,2,7047,3233,0,223425,265,152985,110692,10755,37228,96196,13440
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,AMANDI PC,YES,AMANDI PC,NA,20060,10328,9731,1,61.9,78.12,45.15,100,2411,1460,0,1661,557,1,645,253,0,20024,36,13755,10028,949,3629,8713,1375
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,AMANDI PC,NO,AMANDI,0000066,11727,6065,5662,0,57.68,75.71,38.97,0,1545,939,0,962,334,0,389,109,0,11719,8,7998,5830,536,1761,5128,806
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,AMANDI PC,NO,GARHI PIRAN,0000064,2167,1050,1117,0,61.63,80.75,44.2,0,178,101,0,193,71,0,77,56,0,2167,0,1449,1069,134,413,861,191
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,AMANDI PC,NO,NASRAT SHAH KHEL,0000061,1196,631,565,0,83.25,87.91,78.09,0,95,52,0,76,22,0,22,8,0,1196,0,818,577,52,254,557,198
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,AMANDI PC,NO,SUKARI HASAN KHEL,0000067,4970,2582,2387,1,66.68,80.25,52.33,100,593,368,0,430,130,1,157,80,0,4942,28,3490,2552,227,1201,2167,180
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,BAZAR AHMED KHAN PC,YES,BAZAR AHMED KHAN PC,NA,25917,13207,12710,0,61.25,75.74,46.62,0,3034,1926,0,2016,870,0,814,446,0,25904,13,17800,12934,1365,5481,11116,1648
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU SADDAR QH,BAZAR AHMED KHAN PC,NO,BAZAR AHMED KHAN,0000140,12391,6364,6027,0,60.89,73.46,47.97,0,1375,879,0,941,452,0,414,240,0,12379,12,8483,6236,666,2534,5417,755
