province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,WALL,BAKED BRICKS/BLOCKS/STONES,62983,53.13,55163
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,WALL,UNBAKED BRICKS/MUD,48318,40.76,41743
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,WALL,WOOD/BAMBOO,3926,3.31,3280
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,WALL,OTHERS,3312,2.79,2741
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,ROOF,RCC/RBC,10231,8.63,7567
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,ROOF,CEMENT/IRON SHEETS,2727,2.3,2325
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,ROOF,GARDER/T.IRON,63445,53.52,58130
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,ROOF,WOOD/BAMBOO,38425,32.42,31831
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,OWNED,102927,86.83,ROOF,OTHERS,3711,3.13,3074
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,WALL,BAKED BRICKS/BLOCKS/STONES,62983,53.13,6430
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,WALL,UNBAKED BRICKS/MUD,48318,40.76,2339
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,WALL,WOOD/BAMBOO,3926,3.31,244
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,WALL,OTHERS,3312,2.79,252
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,ROOF,RCC/RBC,10231,8.63,2409
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,ROOF,CEMENT/IRON SHEETS,2727,2.3,306
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,ROOF,GARDER/T.IRON,63445,53.52,3968
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,ROOF,WOOD/BAMBOO,38425,32.42,2319
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENTED,9265,7.82,ROOF,OTHERS,3711,3.13,263
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,WALL,BAKED BRICKS/BLOCKS/STONES,62983,53.13,1390
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,WALL,UNBAKED BRICKS/MUD,48318,40.76,4236
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,WALL,WOOD/BAMBOO,3926,3.31,402
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,WALL,OTHERS,3312,2.79,319
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,ROOF,RCC/RBC,10231,8.63,255
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,ROOF,CEMENT/IRON SHEETS,2727,2.3,96
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,ROOF,GARDER/T.IRON,63445,53.52,1347
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,ROOF,WOOD/BAMBOO,38425,32.42,4275
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,RENT FREE,6347,5.35,ROOF,OTHERS,3711,3.13,374
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,RURAL,OWNED,99662,88.55,WALL,BAKED BRICKS/BLOCKS/STONES,57432,51.03,52108
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,RURAL,OWNED,99662,88.55,WALL,UNBAKED BRICKS/MUD,48030,42.68,41624
