province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,WALL,BAKED BRICKS/BLOCKS/STONES,55163,53.59,1638
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,WALL,UNBAKED BRICKS/MUD,41743,40.56,712
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,WALL,WOOD/BAMBOO,3280,3.19,110
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,WALL,OTHERS,2741,2.66,90
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,ROOF,RCC/RBC,7567,7.35,467
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,ROOF,CEMENT/IRON SHEETS,2325,2.26,206
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,ROOF,GARDER/T.IRON,58130,56.48,1337
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,ROOF,WOOD/BAMBOO,31831,30.93,432
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,UNDER CONSTRUCTION,2550,2.48,ROOF,OTHERS,3074,2.99,108
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,LESS THAN 5 YEARS,9961,9.68,WALL,BAKED BRICKS/BLOCKS/STONES,55163,53.59,7157
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,LESS THAN 5 YEARS,9961,9.68,WALL,UNBAKED BRICKS/MUD,41743,40.56,2223
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,LESS THAN 5 YEARS,9961,9.68,WALL,WOOD/BAMBOO,3280,3.19,313
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU DISTRICT,TOTAL,LESS THAN 5 YEARS,9961,9.68,WALL,OTHERS,2741,2.66,268
