province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,NA,NA,NA,YES,BANNU DISTRICT,5994,5386,322,286,5747,5940,3295,5290,5908,5503,7.42
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,NA,NA,YES,BANNU TEHSIL,5994,5386,322,286,5747,5940,3295,5290,5908,5503,7.42
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU CANTONMENT,NA,YES,BANNU CANTONMENT,996,899,56,41,948,990,310,924,982,979,6.11
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU CANTONMENT,CHARGE NO 01,YES,CHARGE NO 01,996,899,56,41,948,990,310,924,982,979,6.11
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU CANTONMENT,CHARGE NO 01,NO,CIRCLE NO 01,258,217,16,25,218,257,40,196,248,242,6.33
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU CANTONMENT,CHARGE NO 01,NO,CIRCLE NO 02,738,682,40,16,730,733,270,728,734,737,6.03
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,NA,YES,BANNU MC,4998,4487,266,245,4799,4950,2985,4366,4926,4524,7.68
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,YES,CHARGE NO 07,4998,4487,266,245,4799,4950,2985,4366,4926,4524,7.68
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 01,1055,957,49,49,1004,1050,221,738,1030,1041,7.79
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 02,943,844,65,34,931,938,763,885,932,930,7.24
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 03,961,867,64,30,875,951,792,912,954,933,7.63
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 04,698,650,17,31,674,690,578,672,692,301,7.84
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 05,722,608,51,63,712,707,545,692,712,715,7.7
KHYBER PAKTUNKHWA,001,BANNU DISTRICT,BANNU TEHSIL,BANNU MC,CHARGE NO 07,NO,CIRCLE NO 06,619,561,20,38,603,614,86,467,606,604,8.05
