province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,068,RAJANPUR DISTRICT,NA,NA,NA,YES,RAJANPUR DISTRICT,46238,36435,4979,4824,43374,42377,4141,32348,40954,43293,7.09
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,NA,NA,YES,JAMPUR TEHSIL,15565,12352,1930,1283,14401,15166,655,12014,15039,15346,6.92
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,DAJAL TC,NA,YES,DAJAL TC,2895,1969,278,648,1944,2740,148,1824,2664,2792,7.29
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,DAJAL TC,CHARGE NO 09,YES,CHARGE NO 09,2895,1969,278,648,1944,2740,148,1824,2664,2792,7.29
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,DAJAL TC,CHARGE NO 09,NO,CIRCLE NO 01,966,657,94,215,494,917,44,688,837,942,7.16
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,DAJAL TC,CHARGE NO 09,NO,CIRCLE NO 02,1929,1312,184,433,1450,1823,104,1136,1827,1850,7.35
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,NA,YES,JAMPUR MC,12670,10383,1652,635,12457,12426,507,10190,12375,12554,6.84
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,YES,CHARGE NO 08,12670,10383,1652,635,12457,12426,507,10190,12375,12554,6.84
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 01,2349,1971,204,174,2284,2218,28,1876,2248,2312,6.64
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 02,389,298,48,43,386,387,14,211,377,377,7.54
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 03,2903,2472,288,143,2857,2847,117,2246,2845,2894,6.52
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 04,1688,1326,279,83,1671,1674,50,1470,1672,1684,6.25
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 05,1208,635,544,29,1195,1202,17,657,1197,1206,6.86
PUNJAB,068,RAJANPUR DISTRICT,JAMPUR TEHSIL,JAMPUR MC,CHARGE NO 08,NO,CIRCLE NO 06,4133,3681,289,163,4064,4098,281,3730,4036,4081,7.34
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,NA,NA,YES,RAJANPUR TEHSIL,28724,22678,2738,3308,27855,25308,3456,18814,24075,26031,7.17
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,NA,YES,FAZALPUR MC,9733,7177,979,1577,9373,7365,205,5732,7154,8089,7.57
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,YES,CHARGE NO 10,9733,7177,979,1577,9373,7365,205,5732,7154,8089,7.57
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 01,1526,1195,103,228,1437,1308,30,954,1217,1397,7.6
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 02,1114,987,58,69,1093,1045,2,710,978,1098,6.73
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 03,1550,1386,75,89,1523,1429,58,1188,1472,1548,7.3
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 04,2032,1783,109,140,1988,1899,34,1342,1904,1967,7.46
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 05,632,212,161,259,565,203,3,274,276,318,8.62
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 06,1302,602,189,511,1223,437,17,297,329,449,7.84
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 07,936,652,121,163,921,623,59,459,470,685,6.88
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,FAZALPUR MC,CHARGE NO 10,NO,CIRCLE NO 08,641,360,163,118,623,421,2,508,508,627,9.39
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,NA,YES,KOT MITHAN MC,5599,4490,434,675,5557,5314,590,3442,4850,5039,6.32
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,YES,CHARGE NO 09,5599,4490,434,675,5557,5314,590,3442,4850,5039,6.32
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,NO,CIRCLE NO 01,1276,1099,81,96,1268,1258,297,896,1242,1231,5.98
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,NO,CIRCLE NO 02,1546,1218,140,188,1533,1528,227,1090,1524,1539,5.71
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,NO,CIRCLE NO 03,1128,819,88,221,1127,1027,48,481,900,1011,6.27
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,NO,CIRCLE NO 04,879,675,67,137,868,742,8,456,476,489,6.98
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR TEHSIL,KOT MITHAN MC,CHARGE NO 09,NO,CIRCLE NO 05,770,679,58,33,761,759,10,519,708,769,7.41
