province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,928778
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,728451
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,200327
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,467262
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,399768
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,67494
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,461335
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,328557
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,132778
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,181
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,126
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,55
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,77954
PUNJAB,068,RAJANPUR DISTRICT,RAJANPUR DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,25584
