province_name,district_code,district_name,area_name,area_type,information_source,count
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,200277
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,RADIO,2820
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,TV,113241
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,NEWSPAPER,11615
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,MOBILE,5529
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,COMPUTER/INTERNET,196844
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,133988
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,RADIO,1792
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,TV,60250
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,NEWSPAPER,4260
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,MOBILE,793
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,COMPUTER/INTERNET,131585
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,66289
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,RADIO,1028
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,TV,52991
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,NEWSPAPER,7355
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,MOBILE,4736
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,COMPUTER/INTERNET,65259
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,52009
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,RADIO,512
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,TV,22058
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,NEWSPAPER,715
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,MOBILE,278
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,COMPUTER/INTERNET,51093
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,46972
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,RADIO,484
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,TV,18757
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,NEWSPAPER,525
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,MOBILE,237
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,COMPUTER/INTERNET,46130
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,5037
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,RADIO,28
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,TV,3301
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,NEWSPAPER,190
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,MOBILE,41
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,COMPUTER/INTERNET,4963
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,79837
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,RADIO,1436
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,TV,51855
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,NEWSPAPER,5927
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,MOBILE,1769
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,COMPUTER/INTERNET,78238
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,38544
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,RADIO,821
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,TV,19592
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,NEWSPAPER,1758
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,MOBILE,213
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,COMPUTER/INTERNET,37683
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,41293
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,RADIO,615
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,TV,32263
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,NEWSPAPER,4169
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,MOBILE,1556
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,COMPUTER/INTERNET,40555
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,68431
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,RADIO,872
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,TV,39328
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,NEWSPAPER,4973
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,MOBILE,3482
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,COMPUTER/INTERNET,67513
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,48472
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,RADIO,487
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,TV,21901
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,NEWSPAPER,1977
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,MOBILE,343
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,COMPUTER/INTERNET,47772
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,HOUSEHOLDS WITH ANY SOURCE OF INFORMATION,19959
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,RADIO,385
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,TV,17427
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,NEWSPAPER,2996
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,MOBILE,3139
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,COMPUTER/INTERNET,19741
