province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
PUNJAB,058,CHINIOT DISTRICT,NA,NA,NA,YES,CHINIOT DISTRICT,422230,216155,206015,60,64.67,70.52,58.57,38.33,57365,43736,13,31808,25886,6,8876,9235,1,371471,50759,313355,239767,26972,104851,203436
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,NA,NA,YES,BHAWANA TEHSIL,34087,17264,16819,4,61.15,72.52,49.55,50,4871,3278,0,2303,1286,0,630,548,1,34037,50,24269,18145,1823,6970,15000
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,BHAWANA MC,NA,YES,BHAWANA MC,34087,17264,16819,4,61.15,72.52,49.55,50,4871,3278,0,2303,1286,0,630,548,1,34037,50,24269,18145,1823,6970,15000
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,BHAWANA MC,CHARGE NO 05,YES,CHARGE NO 05,34087,17264,16819,4,61.15,72.52,49.55,50,4871,3278,0,2303,1286,0,630,548,1,34037,50,24269,18145,1823,6970,15000
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,BHAWANA MC,CHARGE NO 05,NO,CIRCLE NO 01,19768,10022,9744,2,59.87,71.95,47.42,50,2855,1832,0,1268,653,0,343,282,1,19762,6,13996,10446,1040,3967,8460
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,BHAWANA MC,CHARGE NO 05,NO,CIRCLE NO 02,14319,7242,7075,2,62.9,73.3,52.43,50,2016,1446,0,1035,633,0,287,266,0,14275,44,10273,7699,783,3003,6540
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,NA,NA,YES,CHINIOT TEHSIL,278528,143956,134539,33,60.92,66.54,54.9,42.42,37293,28092,10,17979,14658,4,5271,4598,0,278226,302,205959,157489,16409,73095,131850
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,CHINIOT MC,NA,YES,CHINIOT MC,278528,143956,134539,33,60.92,66.54,54.9,42.42,37293,28092,10,17979,14658,4,5271,4598,0,278226,302,205959,157489,16409,73095,131850
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,CHINIOT MC,CHARGE NO 05,YES,CHARGE NO 05,70853,36974,33869,10,62.96,69.4,55.94,40,9466,7046,3,4751,3438,1,1540,1308,0,70797,56,51874,38860,3896,16651,32891
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,CHINIOT MC,CHARGE NO 05,NO,CIRCLE NO 01,21394,11192,10199,3,71.34,75.51,66.81,33.33,3455,2741,1,1491,1340,0,440,410,0,21354,40,15836,12193,1157,5328,10629
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,CHINIOT MC,CHARGE NO 05,NO,CIRCLE NO 02,33094,17338,15752,4,63.64,70.78,55.73,75,4436,3150,2,2559,1757,1,909,768,0,33079,15,24386,18041,1858,7239,15306
