province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,2643,1368659,699606,668914,139,104.59,517.84,30.85,6.21,965124,1.85
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,RURAL,NA,946429,483451,462899,79,104.44,NA,NA,6.23,705941,1.55
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,URBAN,NA,422230,216155,206015,60,104.92,NA,NA,6.15,259183,2.6
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,TOTAL,879,373841,190789,183012,40,104.25,425.3,9.12,6.27,272754,1.67
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,RURAL,NA,339754,173525,166193,36,104.41,NA,NA,6.26,258757,1.44
PUNJAB,058,CHINIOT DISTRICT,BHAWANA TEHSIL,URBAN,NA,34087,17264,16819,4,102.65,NA,NA,6.35,13997,4.79
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,TOTAL,709,555796,285756,269986,54,105.84,783.92,50.11,6.45,382876,1.98
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,RURAL,NA,277268,141800,135447,21,104.69,NA,NA,6.38,210354,1.46
PUNJAB,058,CHINIOT DISTRICT,CHINIOT TEHSIL,URBAN,NA,278528,143956,134539,33,107,NA,NA,6.52,172522,2.55
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,TOTAL,1055,439022,223061,215916,45,103.31,416.13,24.97,5.88,309494,1.85
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,RURAL,NA,329407,168126,161259,22,104.26,NA,NA,6.09,236830,1.75
PUNJAB,058,CHINIOT DISTRICT,LALIAN TEHSIL,URBAN,NA,109615,54935,54657,23,100.51,NA,NA,5.32,72664,2.18
