province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,987577
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,151114
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,131214
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,113868
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,106591
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,89964
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,81224
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,63844
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,57768
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,52953
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,38472
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,33288
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,25739
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,18277
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,23261
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,317009
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,WORKING,10 - 14,10501
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,ALL SEXES,WORKING,15 - 19,26047
