province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,11124,6.01,BAKED BRICKS/BLOCKS/STONES,1514,0.82,249
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,11124,6.01,UNBAKED BRICKS/MUD,187,0.1,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,11124,6.01,WOOD/BAMBOO,31,0.02,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,11124,6.01,OTHERS,85,0.05,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,11124,6.01,BAKED BRICKS/BLOCKS/STONES,24380,13.17,2616
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,11124,6.01,UNBAKED BRICKS/MUD,3042,1.64,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,11124,6.01,WOOD/BAMBOO,235,0.13,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,11124,6.01,OTHERS,471,0.25,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,11124,6.01,BAKED BRICKS/BLOCKS/STONES,44837,24.21,3069
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,11124,6.01,UNBAKED BRICKS/MUD,6114,3.3,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,11124,6.01,WOOD/BAMBOO,347,0.19,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,11124,6.01,OTHERS,891,0.48,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,11124,6.01,BAKED BRICKS/BLOCKS/STONES,82582,44.59,4930
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,11124,6.01,UNBAKED BRICKS/MUD,13832,7.47,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,11124,6.01,WOOD/BAMBOO,490,0.26,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,11124,6.01,OTHERS,1653,0.89,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,11124,6.01,BAKED BRICKS/BLOCKS/STONES,3677,1.99,260
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,11124,6.01,UNBAKED BRICKS/MUD,692,0.37,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,11124,6.01,WOOD/BAMBOO,28,0.02,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,11124,6.01,OTHERS,96,0.05,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,2116,1.14,BAKED BRICKS/BLOCKS/STONES,1514,0.82,34
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,2116,1.14,UNBAKED BRICKS/MUD,187,0.1,12
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,2116,1.14,WOOD/BAMBOO,31,0.02,2
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,2116,1.14,OTHERS,85,0.05,1
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,2116,1.14,BAKED BRICKS/BLOCKS/STONES,24380,13.17,507
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,2116,1.14,UNBAKED BRICKS/MUD,3042,1.64,72
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,2116,1.14,WOOD/BAMBOO,235,0.13,6
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,2116,1.14,OTHERS,471,0.25,4
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,2116,1.14,BAKED BRICKS/BLOCKS/STONES,44837,24.21,464
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,2116,1.14,UNBAKED BRICKS/MUD,6114,3.3,100
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,2116,1.14,WOOD/BAMBOO,347,0.19,6
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,2116,1.14,OTHERS,891,0.48,2
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,BAKED BRICKS/BLOCKS/STONES,82582,44.59,753
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,UNBAKED BRICKS/MUD,13832,7.47,117
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,WOOD/BAMBOO,490,0.26,4
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,OTHERS,1653,0.89,3
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,BAKED BRICKS/BLOCKS/STONES,3677,1.99,23
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,UNBAKED BRICKS/MUD,692,0.37,5
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,WOOD/BAMBOO,28,0.02,0
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,CEMENT/IRON SHEETS,2116,1.14,OTHERS,96,0.05,1
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,132921,71.78,BAKED BRICKS/BLOCKS/STONES,1514,0.82,1099
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,132921,71.78,UNBAKED BRICKS/MUD,187,0.1,84
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,132921,71.78,WOOD/BAMBOO,31,0.02,15
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,GARDER/T.IRON,132921,71.78,OTHERS,85,0.05,17
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,132921,71.78,BAKED BRICKS/BLOCKS/STONES,24380,13.17,19719
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,132921,71.78,UNBAKED BRICKS/MUD,3042,1.64,1188
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,132921,71.78,WOOD/BAMBOO,235,0.13,49
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,LESS THAN 5 YEARS,GARDER/T.IRON,132921,71.78,OTHERS,471,0.25,170
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,132921,71.78,BAKED BRICKS/BLOCKS/STONES,44837,24.21,37399
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,132921,71.78,UNBAKED BRICKS/MUD,6114,3.3,2394
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,132921,71.78,WOOD/BAMBOO,347,0.19,134
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,5 - 10 YEARS,GARDER/T.IRON,132921,71.78,OTHERS,891,0.48,282
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,132921,71.78,BAKED BRICKS/BLOCKS/STONES,82582,44.59,62796
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,132921,71.78,UNBAKED BRICKS/MUD,13832,7.47,4832
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,132921,71.78,WOOD/BAMBOO,490,0.26,150
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,11 - 50 YEARS,GARDER/T.IRON,132921,71.78,OTHERS,1653,0.89,414
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,132921,71.78,BAKED BRICKS/BLOCKS/STONES,3677,1.99,1985
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,132921,71.78,UNBAKED BRICKS/MUD,692,0.37,181
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,132921,71.78,WOOD/BAMBOO,28,0.02,3
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,OVER 50 YEARS,GARDER/T.IRON,132921,71.78,OTHERS,96,0.05,10
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,35978,19.43,BAKED BRICKS/BLOCKS/STONES,1514,0.82,125
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,35978,19.43,UNBAKED BRICKS/MUD,187,0.1,89
PUNJAB,058,CHINIOT DISTRICT,CHINIOT DISTRICT,TOTAL,UNDER CONSTRUCTION,WOOD/BAMBOO,35978,19.43,WOOD/BAMBOO,31,0.02,14
