province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,INSIDE WATER,TAP,2536,12.68,87
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,INSIDE WATER,ELECTRIC/HAND PUMP,966,4.83,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,INSIDE WATER,PROTECTED WELL,3930,19.65,48
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,INSIDE WATER,UN-PROTECTED WELL,3074,15.37,22
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,INSIDE WATER,OTHERS,4973,24.87,41
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,TAP,62,0.31,1
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,ELECTRIC/HAND PUMP,59,0.3,1
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,PROTECTED WELL,79,0.4,4
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,UN-PROTECTED WELL,75,0.38,1
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,SPRING,2854,14.27,28
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,CANAL/RIVER/POND,686,3.43,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,OUTSIDE WATER,OTHERS,701,3.51,13
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,COOKING FUEL,WOOD,18410,92.07,236
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,COOKING FUEL,GAS,243,1.22,8
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,COOKING FUEL,KEROSENE OIL,197,0.99,4
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,COOKING FUEL,OTHERS,1145,5.73,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,LIGHTING SOURCE,ELECTRICITY,6937,34.69,169
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,LIGHTING SOURCE,KEROSENE OIL,7566,37.84,33
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,LIGHTING SOURCE,GAS LAMP,144,0.72,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,258,1.29,LIGHTING SOURCE,OTHERS,5348,26.75,54
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,INSIDE WATER,TAP,2536,12.68,211
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,INSIDE WATER,ELECTRIC/HAND PUMP,966,4.83,96
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,INSIDE WATER,PROTECTED WELL,3930,19.65,312
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,INSIDE WATER,UN-PROTECTED WELL,3074,15.37,122
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,INSIDE WATER,OTHERS,4973,24.87,333
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,OUTSIDE WATER,TAP,62,0.31,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,OUTSIDE WATER,ELECTRIC/HAND PUMP,59,0.3,4
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,OUTSIDE WATER,PROTECTED WELL,79,0.4,6
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1347,6.74,OUTSIDE WATER,UN-PROTECTED WELL,75,0.38,1
