province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,1,19995,98.46,3569,17.58,3508
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,1,106,0.52,3569,17.58,18
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,1,206,1.01,3569,17.58,43
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,2,19995,98.46,6653,32.76,6534
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,2,106,0.52,6653,32.76,46
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,2,206,1.01,6653,32.76,73
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,3,19995,98.46,4687,23.08,4614
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,3,106,0.52,4687,23.08,20
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,3,206,1.01,4687,23.08,53
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,4,19995,98.46,2040,10.05,2016
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,4,106,0.52,2040,10.05,7
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,4,206,1.01,2040,10.05,17
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,5,19995,98.46,1027,5.06,1020
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,5,106,0.52,1027,5.06,0
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,5,206,1.01,1027,5.06,7
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,6,19995,98.46,793,3.91,781
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,6,106,0.52,793,3.91,7
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,6,206,1.01,793,3.91,5
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OWNED,7,19995,98.46,494,2.43,489
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENTED,7,106,0.52,494,2.43,4
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,RENT FREE,7,206,1.01,494,2.43,1
