province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,1,258,1.29,3508,17.54,35
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,1,1347,6.74,3508,17.54,235
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,1,4197,20.99,3508,17.54,723
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,1,11077,55.4,3508,17.54,2001
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,1,3116,15.58,3508,17.54,514
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,2,258,1.29,6534,32.68,91
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,2,1347,6.74,6534,32.68,428
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,2,4197,20.99,6534,32.68,1492
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,2,11077,55.4,6534,32.68,3543
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,2,3116,15.58,6534,32.68,980
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,3,258,1.29,4614,23.08,60
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,3,1347,6.74,4614,23.08,341
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,3,4197,20.99,4614,23.08,933
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,3,11077,55.4,4614,23.08,2649
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,3,3116,15.58,4614,23.08,631
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,4,258,1.29,2016,10.08,32
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,4,1347,6.74,2016,10.08,126
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,4,4197,20.99,2016,10.08,426
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,4,11077,55.4,2016,10.08,1156
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,4,3116,15.58,2016,10.08,276
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,5,258,1.29,1020,5.1,12
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,5,1347,6.74,1020,5.1,72
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,5,4197,20.99,1020,5.1,154
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,5,11077,55.4,1020,5.1,579
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,5,3116,15.58,1020,5.1,203
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,6,258,1.29,781,3.91,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,6,1347,6.74,781,3.91,49
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,6,4197,20.99,781,3.91,191
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,6,11077,55.4,781,3.91,428
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,6,3116,15.58,781,3.91,103
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,7,258,1.29,489,2.45,6
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,7,1347,6.74,489,2.45,44
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,7,4197,20.99,489,2.45,105
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,7,11077,55.4,489,2.45,232
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,7,3116,15.58,489,2.45,102
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,8,258,1.29,325,1.63,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,8,1347,6.74,325,1.63,24
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,8,4197,20.99,325,1.63,83
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,8,11077,55.4,325,1.63,166
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,8,3116,15.58,325,1.63,50
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,UNDER CONSTRUCTION,9 AND MORE,258,1.29,708,3.54,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,LESS THAN 5 YEARS,9 AND MORE,1347,6.74,708,3.54,28
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,5-10 YEARS,9 AND MORE,4197,20.99,708,3.54,90
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,11-50 YEARS,9 AND MORE,11077,55.4,708,3.54,323
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,TOTAL,OVER 50 YEARS,9 AND MORE,3116,15.58,708,3.54,257
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,1,258,1.29,3508,17.54,35
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,1,1347,6.74,3508,17.54,235
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,1,4197,20.99,3508,17.54,723
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,1,11077,55.4,3508,17.54,2001
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,1,3116,15.58,3508,17.54,514
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,2,258,1.29,6534,32.68,91
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,2,1347,6.74,6534,32.68,428
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,2,4197,20.99,6534,32.68,1492
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,2,11077,55.4,6534,32.68,3543
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,2,3116,15.58,6534,32.68,980
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,3,258,1.29,4614,23.08,60
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,3,1347,6.74,4614,23.08,341
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,3,4197,20.99,4614,23.08,933
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,3,11077,55.4,4614,23.08,2649
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,3,3116,15.58,4614,23.08,631
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,4,258,1.29,2016,10.08,32
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,4,1347,6.74,2016,10.08,126
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,4,4197,20.99,2016,10.08,426
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,4,11077,55.4,2016,10.08,1156
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,4,3116,15.58,2016,10.08,276
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,5,258,1.29,1020,5.1,12
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,5,1347,6.74,1020,5.1,72
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,5,4197,20.99,1020,5.1,154
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,5,11077,55.4,1020,5.1,579
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,5,3116,15.58,1020,5.1,203
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,6,258,1.29,781,3.91,10
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,6,1347,6.74,781,3.91,49
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,6,4197,20.99,781,3.91,191
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,6,11077,55.4,781,3.91,428
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,6,3116,15.58,781,3.91,103
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,7,258,1.29,489,2.45,6
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,7,1347,6.74,489,2.45,44
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,5-10 YEARS,7,4197,20.99,489,2.45,105
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,11-50 YEARS,7,11077,55.4,489,2.45,232
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,OVER 50 YEARS,7,3116,15.58,489,2.45,102
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,UNDER CONSTRUCTION,8,258,1.29,325,1.63,2
BALOCHISTAN,133,SHERANI DISTRICT,SHERANI DISTRICT,RURAL,LESS THAN 5 YEARS,8,1347,6.74,325,1.63,24
